YYDD,Photons,Type
1958156,6.05,5
1958157,6.03,5
1958158,5.98,5
1958159,5.96,5
1958160,5.95,5
1958161,5.95,5
1958162,5.9,5
1958163,5.87,5
1958164,5.81,5
1958165,5.75,5
1958166,5.69,5
1958167,5.63,5
1958168,5.59,5
1958169,5.59,5
1958170,5.62,5
1958171,5.66,5
1958172,5.71,5
1958173,5.77,5
1958174,5.83,5
1958175,5.85,5
1958176,5.89,5
1958177,5.92,5
1958178,5.93,5
1958179,5.91,5
1958180,5.88,5
1958181,5.85,5
1958182,5.84,5
1958183,5.85,5
1958184,5.89,5
1958185,5.93,5
1958186,5.95,5
1958187,5.96,5
1958188,5.95,5
1958189,5.93,5
1958190,5.87,5
1958191,5.81,5
1958192,5.75,5
1958193,5.72,5
1958194,5.68,5
1958195,5.66,5
1958196,5.67,5
1958197,5.68,5
1958198,5.7,5
1958199,5.73,5
1958200,5.75,5
1958201,5.79,5
1958202,5.81,5
1958203,5.84,5
1958204,5.88,5
1958205,5.93,5
1958206,6.02,5
1958207,6.09,5
1958208,6.18,5
1958209,6.23,5
1958210,6.28,5
1958211,6.27,5
1958212,6.26,5
1958213,6.2,5
1958214,6.12,5
1958215,6.01,5
1958216,5.96,5
1958217,5.96,5
1958218,6.0,5
1958219,6.03,5
1958220,6.01,5
1958221,5.99,5
1958222,5.97,5
1958223,5.96,5
1958224,5.99,5
1958225,6.01,5
1958226,6.03,5
1958227,5.99,5
1958228,5.94,5
1958229,5.91,5
1958230,5.92,5
1958231,5.94,5
1958232,5.96,5
1958233,6.0,5
1958234,6.05,5
1958235,6.09,5
1958236,6.14,5
1958237,6.18,5
1958238,6.18,5
1958239,6.15,5
1958240,6.12,5
1958241,6.12,5
1958242,6.14,5
1958243,6.16,5
1958244,6.22,5
1958245,6.24,5
1958246,6.23,5
1958247,6.14,5
1958248,6.04,5
1958249,5.95,5
1958250,5.91,5
1958251,5.94,5
1958252,6.01,5
1958253,6.08,5
1958254,6.15,5
1958255,6.22,5
1958256,6.29,5
1958257,6.29,5
1958258,6.25,5
1958259,6.2,5
1958260,6.15,5
1958261,6.11,5
1958262,6.06,5
1958263,6.01,5
1958264,6.02,5
1958265,6.01,5
1958266,6.02,5
1958267,5.97,5
1958268,5.95,5
1958269,5.94,5
1958270,5.95,5
1958271,5.96,5
1958272,5.98,5
1958273,5.99,5
1958274,5.97,5
1958275,5.95,5
1958276,5.91,5
1958277,5.86,5
1958278,5.79,5
1958279,5.73,5
1958280,5.7,5
1958281,5.7,5
1958282,5.71,5
1958283,5.75,5
1958284,5.8,5
1958285,5.85,5
1958286,5.88,5
1958287,5.9,5
1958288,5.95,5
1958289,6.05,5
1958290,6.16,5
1958291,6.24,5
1958292,6.23,5
1958293,6.21,5
1958294,6.17,5
1958295,6.1,5
1958296,6.01,5
1958297,5.86,5
1958298,5.76,5
1958299,5.69,5
1958300,5.73,5
1958301,5.78,5
1958302,5.85,5
1958303,5.88,5
1958304,5.91,5
1958305,5.94,5
1958306,5.94,5
1958307,5.92,5
1958308,5.88,5
1958309,5.84,5
1958310,5.82,5
1958311,5.75,5
1958312,5.7,5
1958313,5.62,5
1958314,5.56,5
1958315,5.53,5
1958316,5.52,5
1958317,5.52,5
1958318,5.52,5
1958319,5.53,5
1958320,5.55,5
1958321,5.57,5
1958322,5.61,5
1958323,5.64,5
1958324,5.68,5
1958325,5.72,5
1958326,5.77,5
1958327,5.85,5
1958328,5.93,5
1958329,6.03,5
1958330,6.1,5
1958331,6.13,5
1958332,6.13,5
1958333,6.12,5
1958334,6.14,5
1958335,6.13,5
1958336,6.09,5
1958337,6.04,5
1958338,6.03,5
1958339,6.05,5
1958340,6.07,5
1958341,6.09,5
1958342,6.1,5
1958343,6.13,5
1958344,6.12,5
1958345,6.13,5
1958346,6.12,5
1958347,6.13,5
1958348,6.1,5
1958349,6.02,5
1958350,5.93,5
1958351,5.87,5
1958352,5.82,5
1958353,5.82,5
1958354,5.82,5
1958355,5.87,5
1958356,5.91,5
1958357,5.97,5
1958358,6.01,5
1958359,6.06,5
1958360,6.07,5
1958361,6.05,5
1958362,6.02,5
1958363,6.01,5
1958364,6.02,5
1958365,6.05,5
1959001,6.1,5
1959002,6.17,5
1959003,6.23,5
1959004,6.29,5
1959005,6.33,5
1959006,6.39,5
1959007,6.38,5
1959008,6.33,5
1959009,6.29,5
1959010,6.25,5
1959011,6.22,5
1959012,6.13,5
1959013,6.06,5
1959014,5.98,5
1959015,5.93,5
1959016,5.92,5
1959017,5.98,5
1959018,6.07,5
1959019,6.2,5
1959020,6.33,5
1959021,6.45,5
1959022,6.5,5
1959023,6.52,5
1959024,6.49,5
1959025,6.46,5
1959026,6.43,5
1959027,6.43,5
1959028,6.41,5
1959029,6.32,5
1959030,6.15,5
1959031,5.97,5
1959032,5.86,5
1959033,5.83,5
1959034,5.82,5
1959035,5.79,5
1959036,5.77,5
1959037,5.74,5
1959038,5.72,5
1959039,5.68,5
1959040,5.7,5
1959041,5.74,5
1959042,5.8,5
1959043,5.82,5
1959044,5.82,5
1959045,5.84,5
1959046,5.87,5
1959047,5.91,5
1959048,5.91,5
1959049,5.92,5
1959050,5.93,5
1959051,5.94,5
1959052,5.94,5
1959053,5.91,5
1959054,5.9,5
1959055,5.91,5
1959056,5.93,5
1959057,5.91,5
1959058,5.86,5
1959059,5.79,5
1959060,5.73,5
1959061,5.68,5
1959062,5.65,5
1959063,5.64,5
1959064,5.65,5
1959065,5.66,5
1959066,5.68,5
1959067,5.69,5
1959068,5.71,5
1959069,5.72,5
1959070,5.71,5
1959071,5.71,5
1959072,5.73,5
1959073,5.81,5
1959074,5.89,5
1959075,5.97,5
1959076,6.04,5
1959077,6.11,5
1959078,6.16,5
1959079,6.18,5
1959080,6.15,5
1959081,6.1,5
1959082,6.04,5
1959083,6.01,5
1959084,5.99,5
1959085,5.99,5
1959086,5.99,5
1959087,5.98,5
1959088,6.01,5
1959089,6.02,5
1959090,6.04,5
1959091,6.0,5
1959092,5.94,5
1959093,5.86,5
1959094,5.78,5
1959095,5.75,5
1959096,5.75,5
1959097,5.79,5
1959098,5.83,5
1959099,5.83,5
1959100,5.86,5
1959101,5.88,5
1959102,5.86,5
1959103,5.8,5
1959104,5.73,5
1959105,5.69,5
1959106,5.67,5
1959107,5.66,5
1959108,5.67,5
1959109,5.7,5
1959110,5.74,5
1959111,5.75,5
1959112,5.77,5
1959113,5.79,5
1959114,5.81,5
1959115,5.81,5
1959116,5.81,5
1959117,5.81,5
1959118,5.8,5
1959119,5.81,5
1959120,5.78,5
1959121,5.74,5
1959122,5.69,5
1959123,5.64,5
1959124,5.62,5
1959125,5.64,5
1959126,5.68,5
1959127,5.8,5
1959128,5.88,5
1959129,5.98,5
1959130,6.01,5
1959131,6.04,5
1959132,6.05,5
1959133,6.01,5
1959134,5.94,5
1959135,5.87,5
1959136,5.83,5
1959137,5.8,5
1959138,5.76,5
1959139,5.72,5
1959140,5.69,5
1959141,5.69,5
1959142,5.68,5
1959143,5.68,5
1959144,5.68,5
1959145,5.69,5
1959146,5.71,5
1959147,5.69,5
1959148,5.63,5
1959149,5.57,5
1959150,5.53,5
1959151,5.57,5
1959152,5.61,5
1959153,5.65,5
1959154,5.65,5
1959155,5.65,5
1959156,5.68,5
1959157,5.7,5
1959158,5.73,5
1959159,5.76,5
1959160,5.82,5
1959161,5.84,5
1959162,5.84,5
1959163,5.8,5
1959164,5.77,5
1959165,5.78,5
1959166,5.79,5
1959167,5.82,5
1959168,5.83,5
1959169,5.86,5
1959170,5.86,5
1959171,5.85,5
1959172,5.81,5
1959173,5.8,5
1959174,5.8,5
1959175,5.83,5
1959176,5.87,5
1959177,5.88,5
1959178,5.86,5
1959179,5.83,5
1959180,5.74,5
1959181,5.67,5
1959182,5.58,5
1959183,5.52,5
1959184,5.5,5
1959185,5.5,5
1959186,5.54,5
1959187,5.57,5
1959188,5.59,5
1959189,5.59,5
1959190,5.61,5
1959191,5.63,5
1959192,5.73,5
1959193,5.82,5
1959194,5.95,5
1959195,5.98,5
1959196,6.01,5
1959197,5.98,5
1959198,5.95,5
1959199,5.89,5
1959200,5.83,5
1959201,5.75,5
1959202,5.67,5
1959203,5.61,5
1959204,5.6,5
1959205,5.61,5
1959206,5.62,5
1959207,5.67,5
1959208,5.71,5
1959209,5.76,5
1959210,5.77,5
1959211,5.77,5
1959212,5.78,5
1959213,5.83,5
1959214,5.89,5
1959215,5.93,5
1959216,5.93,5
1959217,5.9,5
1959218,5.85,5
1959219,5.8,5
1959220,5.75,5
1959221,5.72,5
1959222,5.71,5
1959223,5.7,5
1959224,5.68,5
1959225,5.66,5
1959226,5.65,5
1959227,5.66,5
1959228,5.73,5
1959229,5.81,5
1959230,5.83,5
1959231,5.83,5
1959232,5.83,5
1959233,5.88,5
1959234,5.94,5
1959235,5.96,5
1959236,5.97,5
1959237,5.95,5
1959238,6.01,5
1959239,6.09,5
1959240,6.17,5
1959241,6.22,5
1959242,6.22,5
1959243,6.17,5
1959244,6.1,5
1959245,6.01,5
1959246,5.93,5
1959247,5.84,5
1959248,5.73,5
1959249,5.63,5
1959250,5.59,5
1959251,5.6,5
1959252,5.62,5
1959253,5.63,5
1959254,5.59,5
1959255,5.57,5
1959256,5.55,5
1959257,5.52,5
1959258,5.47,5
1959259,5.41,5
1959260,5.37,5
1959261,5.39,5
1959262,5.42,5
1959263,5.45,5
1959264,5.47,5
1959265,5.46,5
1959266,5.46,5
1959267,5.43,5
1959268,5.39,5
1959269,5.34,5
1959270,5.31,5
1959271,5.29,5
1959272,5.27,5
1959273,5.24,5
1959274,5.2,5
1959275,5.17,5
1959276,5.16,5
1959277,5.18,5
1959278,5.24,5
1959279,5.29,5
1959280,5.28,5
1959281,5.22,5
1959282,5.16,5
1959283,5.13,5
1959284,5.13,5
1959285,5.13,5
1959286,5.14,5
1959287,5.15,5
1959288,5.17,5
1959289,5.21,5
1959290,5.23,5
1959291,5.25,5
1959292,5.26,5
1959293,5.27,5
1959294,5.3,5
1959295,5.32,5
1959296,5.34,5
1959297,5.34,5
1959298,5.35,5
1959299,5.36,5
1959300,5.35,5
1959301,5.31,5
1959302,5.28,5
1959303,5.24,5
1959304,5.21,5
1959305,5.21,5
1959306,5.22,5
1959307,5.2,5
1959308,5.16,5
1959309,5.14,5
1959310,5.16,5
1959311,5.21,5
1959312,5.27,5
1959313,5.34,5
1959314,5.39,5
1959315,5.41,5
1959316,5.4,5
1959317,5.39,5
1959318,5.37,5
1959319,5.34,5
1959320,5.28,5
1959321,5.22,5
1959322,5.18,5
1959323,5.17,5
1959324,5.17,5
1959325,5.21,5
1959326,5.28,5
1959327,5.39,5
1959328,5.5,5
1959329,5.58,5
1959330,5.6,5
1959331,5.61,5
1959332,5.62,5
1959333,5.65,5
1959334,5.64,5
1959335,5.63,5
1959336,5.57,5
1959337,5.53,5
1959338,5.5,5
1959339,5.5,5
1959340,5.48,5
1959341,5.46,5
1959342,5.4,5
1959343,5.36,5
1959344,5.32,5
1959345,5.31,5
1959346,5.28,5
1959347,5.27,5
1959348,5.28,5
1959349,5.28,5
1959350,5.3,5
1959351,5.3,5
1959352,5.34,5
1959353,5.37,5
1959354,5.41,5
1959355,5.39,5
1959356,5.37,5
1959357,5.32,5
1959358,5.3,5
1959359,5.29,5
1959360,5.31,5
1959361,5.33,5
1959362,5.36,5
1959363,5.39,5
1959364,5.38,5
1959365,5.38,5
1960001,5.37,5
1960002,5.4,5
1960003,5.45,5
1960004,5.53,5
1960005,5.59,5
1960006,5.65,5
1960007,5.65,5
1960008,5.62,5
1960009,5.55,5
1960010,5.51,5
1960011,5.47,5
1960012,5.43,5
1960013,5.37,5
1960014,5.36,5
1960015,5.37,5
1960016,5.37,5
1960017,5.35,5
1960018,5.31,5
1960019,5.26,5
1960020,5.22,5
1960021,5.24,5
1960022,5.3,5
1960023,5.4,5
1960024,5.52,5
1960025,5.62,5
1960026,5.69,5
1960027,5.73,5
1960028,5.72,5
1960029,5.68,5
1960030,5.62,5
1960031,5.59,5
1960032,5.56,5
1960033,5.54,5
1960034,5.5,5
1960035,5.49,5
1960036,5.45,5
1960037,5.4,5
1960038,5.34,5
1960039,5.32,5
1960040,5.3,5
1960041,5.28,5
1960042,5.24,5
1960043,5.21,5
1960044,5.19,5
1960045,5.18,5
1960046,5.15,5
1960047,5.12,5
1960048,5.09,5
1960049,5.06,5
1960050,5.03,5
1960051,5.05,5
1960052,5.05,5
1960053,5.05,5
1960054,5.02,5
1960055,5.01,5
1960056,5.02,5
1960057,5.04,5
1960058,5.02,5
1960059,5.0,5
1960060,4.97,5
1960061,4.97,5
1960062,4.96,5
1960063,4.97,5
1960064,4.97,5
1960065,4.96,5
1960066,4.96,5
1960067,4.96,5
1960068,4.97,5
1960069,4.95,5
1960070,4.92,5
1960071,4.88,5
1960072,4.89,5
1960073,4.89,5
1960074,4.9,5
1960075,4.91,5
1960076,4.92,5
1960077,4.91,5
1960078,4.89,5
1960079,4.9,5
1960080,4.92,5
1960081,4.95,5
1960082,4.97,5
1960083,5.0,5
1960084,5.02,5
1960085,5.04,5
1960086,5.06,5
1960087,5.1,5
1960088,5.14,5
1960089,5.2,5
1960090,5.21,5
1960091,5.26,5
1960092,5.24,5
1960093,5.24,5
1960094,5.21,5
1960095,5.21,5
1960096,5.19,5
1960097,5.14,5
1960098,5.06,5
1960099,5.01,5
1960100,4.99,5
1960101,5.02,5
1960102,5.07,5
1960103,5.13,5
1960104,5.18,5
1960105,5.23,5
1960106,5.24,5
1960107,5.23,5
1960108,5.21,5
1960109,5.18,5
1960110,5.18,5
1960111,5.15,5
1960112,5.13,5
1960113,5.11,5
1960114,5.12,5
1960115,5.09,5
1960116,5.04,5
1960117,4.99,5
1960118,4.98,5
1960119,5.01,5
1960120,5.06,5
1960121,5.09,5
1960122,5.11,5
1960123,5.1,5
1960124,5.11,5
1960125,5.1,5
1960126,5.09,5
1960127,5.1,5
1960128,5.14,5
1960129,5.17,5
1960130,5.18,5
1960131,5.21,5
1960132,5.22,5
1960133,5.22,5
1960134,5.17,5
1960135,5.13,5
1960136,5.09,5
1960137,5.06,5
1960138,5.04,5
1960139,5.04,5
1960140,5.06,5
1960141,5.09,5
1960142,5.12,5
1960143,5.13,5
1960144,5.13,5
1960145,5.13,5
1960146,5.12,5
1960147,5.13,5
1960148,5.15,5
1960149,5.17,5
1960150,5.18,5
1960151,5.16,5
1960152,5.15,5
1960153,5.14,5
1960154,5.16,5
1960155,5.17,5
1960156,5.17,5
1960157,5.19,5
1960158,5.22,5
1960159,5.25,5
1960160,5.26,5
1960161,5.25,5
1960162,5.22,5
1960163,5.19,5
1960164,5.15,5
1960165,5.14,5
1960166,5.14,5
1960167,5.13,5
1960168,5.1,5
1960169,5.03,5
1960170,4.99,5
1960171,4.94,5
1960172,4.92,5
1960173,4.89,5
1960174,4.89,5
1960175,4.89,5
1960176,4.91,5
1960177,4.96,5
1960178,5.03,5
1960179,5.13,5
1960180,5.2,5
1960181,5.27,5
1960182,5.32,5
1960183,5.35,5
1960184,5.39,5
1960185,5.4,5
1960186,5.41,5
1960187,5.39,5
1960188,5.35,5
1960189,5.29,5
1960190,5.24,5
1960191,5.2,5
1960192,5.15,5
1960193,5.08,5
1960194,5.01,5
1960195,4.98,5
1960196,4.99,5
1960197,5.01,5
1960198,5.04,5
1960199,5.07,5
1960200,5.1,5
1960201,5.09,5
1960202,5.07,5
1960203,5.05,5
1960204,5.04,5
1960205,5.06,5
1960206,5.05,5
1960207,5.05,5
1960208,5.03,5
1960209,5.03,5
1960210,5.04,5
1960211,5.03,5
1960212,5.02,5
1960213,4.99,5
1960214,4.97,5
1960215,4.92,5
1960216,4.88,5
1960217,4.86,5
1960218,4.87,5
1960219,4.91,5
1960220,4.95,5
1960221,5.02,5
1960222,5.1,5
1960223,5.19,5
1960224,5.33,5
1960225,5.46,5
1960226,5.55,5
1960227,5.6,5
1960228,5.61,5
1960229,5.62,5
1960230,5.64,5
1960231,5.62,5
1960232,5.56,5
1960233,5.47,5
1960234,5.37,5
1960235,5.27,5
1960236,5.19,5
1960237,5.12,5
1960238,5.1,5
1960239,5.07,5
1960240,5.02,5
1960241,4.94,5
1960242,4.89,5
1960243,4.87,5
1960244,4.89,5
1960245,4.95,5
1960246,4.99,5
1960247,5.0,5
1960248,4.98,5
1960249,4.98,5
1960250,5.03,5
1960251,5.09,5
1960252,5.15,5
1960253,5.18,5
1960254,5.19,5
1960255,5.2,5
1960256,5.21,5
1960257,5.23,5
1960258,5.23,5
1960259,5.22,5
1960260,5.23,5
1960261,5.25,5
1960262,5.3,5
1960263,5.32,5
1960264,5.31,5
1960265,5.27,5
1960266,5.23,5
1960267,5.16,5
1960268,5.08,5
1960269,5.01,5
1960270,4.96,5
1960271,4.9,5
1960272,4.83,5
1960273,4.77,5
1960274,4.72,5
1960275,4.69,5
1960276,4.69,5
1960277,4.73,5
1960278,4.79,5
1960279,4.82,5
1960280,4.85,5
1960281,4.88,5
1960282,4.93,5
1960283,4.97,5
1960284,4.99,5
1960285,5.01,5
1960286,5.02,5
1960287,5.05,5
1960288,5.06,5
1960289,5.06,5
1960290,5.06,5
1960291,5.03,5
1960292,5.0,5
1960293,4.95,5
1960294,4.93,5
1960295,4.89,5
1960296,4.85,5
1960297,4.81,5
1960298,4.78,5
1960299,4.78,5
1960300,4.78,5
1960301,4.76,5
1960302,4.75,5
1960303,4.74,5
1960304,4.75,5
1960305,4.73,5
1960306,4.73,5
1960307,4.73,5
1960308,4.75,5
1960309,4.78,5
1960310,4.82,5
1960311,4.88,5
1960312,4.94,5
1960313,5.0,5
1960314,5.09,5
1960315,5.13,5
1960316,5.12,5
1960317,5.07,5
1960318,5.08,5
1960319,5.11,5
1960320,5.1,5
1960321,5.03,5
1960322,4.96,5
1960323,4.91,5
1960324,4.87,5
1960325,4.84,5
1960326,4.78,5
1960327,4.7,5
1960328,4.64,5
1960329,4.6,5
1960330,4.6,5
1960331,4.61,5
1960332,4.63,5
1960333,4.63,5
1960334,4.66,5
1960335,4.71,5
1960336,4.77,5
1960337,4.82,5
1960338,4.88,5
1960339,4.91,5
1960340,4.92,5
1960341,4.89,5
1960342,4.88,5
1960343,4.85,5
1960344,4.85,5
1960345,4.82,5
1960346,4.79,5
1960347,4.76,5
1960348,4.72,5
1960349,4.72,5
1960350,4.71,5
1960351,4.69,5
1960352,4.63,5
1960353,4.58,5
1960354,4.55,5
1960355,4.54,5
1960356,4.51,5
1960357,4.47,5
1960358,4.43,5
1960359,4.44,5
1960360,4.47,5
1960361,4.52,5
1960362,4.58,5
1960363,4.65,5
1960364,4.73,5
1960365,4.79,5
1960366,4.83,5
1961001,4.86,5
1961002,4.88,5
1961003,4.88,5
1961004,4.85,5
1961005,4.77,5
1961006,4.69,5
1961007,4.6,5
1961008,4.55,5
1961009,4.5,5
1961010,4.46,5
1961011,4.4,5
1961012,4.35,5
1961013,4.3,5
1961014,4.28,5
1961015,4.28,5
1961016,4.3,5
1961017,4.31,5
1961018,4.31,5
1961019,4.3,5
1961020,4.3,5
1961021,4.3,5
1961022,4.29,5
1961023,4.28,5
1961024,4.28,5
1961025,4.3,5
1961026,4.31,5
1961027,4.37,5
1961028,4.43,5
1961029,4.48,5
1961030,4.47,5
1961031,4.44,5
1961032,4.42,5
1961033,4.41,5
1961034,4.4,5
1961035,4.38,5
1961036,4.39,5
1961037,4.38,5
1961038,4.35,5
1961039,4.31,5
1961040,4.28,5
1961041,4.25,5
1961042,4.22,5
1961043,4.19,5
1961044,4.17,5
1961045,4.17,5
1961046,4.16,5
1961047,4.16,5
1961048,4.15,5
1961049,4.15,5
1961050,4.16,5
1961051,4.17,5
1961052,4.19,5
1961053,4.2,5
1961054,4.21,5
1961055,4.22,5
1961056,4.22,5
1961057,4.22,5
1961058,4.21,5
1961059,4.21,5
1961060,4.21,5
1961061,4.21,5
1961062,4.19,5
1961063,4.16,5
1961064,4.13,5
1961065,4.13,5
1961066,4.13,5
1961067,4.12,5
1961068,4.11,5
1961069,4.12,5
1961070,4.12,5
1961071,4.12,5
1961072,4.1,5
1961073,4.11,5
1961074,4.13,5
1961075,4.15,5
1961076,4.16,5
1961077,4.17,5
1961078,4.19,5
1961079,4.2,5
1961080,4.21,5
1961081,4.23,5
1961082,4.26,5
1961083,4.29,5
1961084,4.32,5
1961085,4.35,5
1961086,4.37,5
1961087,4.38,5
1961088,4.38,5
1961089,4.36,5
1961090,4.32,5
1961091,4.27,5
1961092,4.23,5
1961093,4.2,5
1961094,4.2,5
1961095,4.22,5
1961096,4.2,5
1961097,4.19,5
1961098,4.16,5
1961099,4.15,5
1961100,4.11,5
1961101,4.09,5
1961102,4.08,5
1961103,4.08,5
1961104,4.11,5
1961105,4.15,5
1961106,4.19,5
1961107,4.21,5
1961108,4.22,5
1961109,4.21,5
1961110,4.2,5
1961111,4.2,5
1961112,4.2,5
1961113,4.22,5
1961114,4.24,5
1961115,4.3,5
1961116,4.32,5
1961117,4.33,5
1961118,4.31,5
1961119,4.32,5
1961120,4.35,5
1961121,4.34,5
1961122,4.31,5
1961123,4.25,5
1961124,4.21,5
1961125,4.17,5
1961126,4.15,5
1961127,4.13,5
1961128,4.13,5
1961129,4.11,5
1961130,4.12,5
1961131,4.14,5
1961132,4.16,5
1961133,4.14,5
1961134,4.12,5
1961135,4.09,5
1961136,4.08,5
1961137,4.09,5
1961138,4.13,5
1961139,4.18,5
1961140,4.22,5
1961141,4.25,5
1961142,4.26,5
1961143,4.26,5
1961144,4.25,5
1961145,4.19,5
1961146,4.15,5
1961147,4.11,5
1961148,4.12,5
1961149,4.1,5
1961150,4.09,5
1961151,4.07,5
1961152,4.08,5
1961153,4.09,5
1961154,4.11,5
1961155,4.1,5
1961156,4.09,5
1961157,4.09,5
1961158,4.11,5
1961159,4.15,5
1961160,4.19,5
1961161,4.24,5
1961162,4.26,5
1961163,4.3,5
1961164,4.33,5
1961165,4.39,5
1961166,4.44,5
1961167,4.47,5
1961168,4.49,5
1961169,4.49,5
1961170,4.48,5
1961171,4.47,5
1961172,4.47,5
1961173,4.48,5
1961174,4.44,5
1961175,4.38,5
1961176,4.31,5
1961177,4.26,5
1961178,4.22,5
1961179,4.2,5
1961180,4.21,5
1961181,4.24,5
1961182,4.23,5
1961183,4.24,5
1961184,4.24,5
1961185,4.26,5
1961186,4.26,5
1961187,4.26,5
1961188,4.27,5
1961189,4.3,5
1961190,4.36,5
1961191,4.44,5
1961192,4.51,5
1961193,4.55,5
1961194,4.55,5
1961195,4.55,5
1961196,4.52,5
1961197,4.53,5
1961198,4.52,5
1961199,4.5,5
1961200,4.47,5
1961201,4.43,5
1961202,4.42,5
1961203,4.4,5
1961204,4.4,5
1961205,4.4,5
1961206,4.39,5
1961207,4.37,5
1961208,4.33,5
1961209,4.3,5
1961210,4.24,5
1961211,4.2,5
1961212,4.16,5
1961213,4.15,5
1961214,4.14,5
1961215,4.14,5
1961216,4.15,5
1961217,4.15,5
1961218,4.19,5
1961219,4.24,5
1961220,4.3,5
1961221,4.36,5
1961222,4.43,5
1961223,4.47,5
1961224,4.49,5
1961225,4.48,5
1961226,4.46,5
1961227,4.44,5
1961228,4.42,5
1961229,4.4,5
1961230,4.38,5
1961231,4.35,5
1961232,4.32,5
1961233,4.28,5
1961234,4.25,5
1961235,4.23,5
1961236,4.19,5
1961237,4.18,5
1961238,4.17,5
1961239,4.19,5
1961240,4.21,5
1961241,4.24,5
1961242,4.26,5
1961243,4.28,5
1961244,4.29,5
1961245,4.31,5
1961246,4.33,5
1961247,4.34,5
1961248,4.33,5
1961249,4.32,5
1961250,4.32,5
1961251,4.36,5
1961252,4.4,5
1961253,4.42,5
1961254,4.44,5
1961255,4.44,5
1961256,4.46,5
1961257,4.47,5
1961258,4.48,5
1961259,4.44,5
1961260,4.39,5
1961261,4.32,5
1961262,4.26,5
1961263,4.2,5
1961264,4.15,5
1961265,4.11,5
1961266,4.11,5
1961267,4.12,5
1961268,4.14,5
1961269,4.13,5
1961270,4.13,5
1961271,4.14,5
1961272,4.15,5
1961273,4.15,5
1961274,4.14,5
1961275,4.13,5
1961276,4.14,5
1961277,4.17,5
1961278,4.18,5
1961279,4.17,5
1961280,4.14,5
1961281,4.15,5
1961282,4.17,5
1961283,4.19,5
1961284,4.2,5
1961285,4.21,5
1961286,4.2,5
1961287,4.19,5
1961288,4.15,5
1961289,4.13,5
1961290,4.09,5
1961291,4.08,5
1961292,4.06,5
1961293,4.05,5
1961294,4.03,5
1961295,4.0,5
1961296,3.98,5
1961297,3.96,5
1961298,3.95,5
1961299,3.94,5
1961300,3.95,5
1961301,3.95,5
1961302,3.96,5
1961303,3.96,5
1961304,3.96,5
1961305,3.94,5
1961306,3.93,5
1961307,3.91,5
1961308,3.92,5
1961309,3.94,5
1961310,3.97,5
1961311,4.01,5
1961312,4.04,5
1961313,4.06,5
1961314,4.06,5
1961315,4.04,5
1961316,4.02,5
1961317,3.98,5
1961318,3.95,5
1961319,3.93,5
1961320,3.92,5
1961321,3.91,5
1961322,3.88,5
1961323,3.87,5
1961324,3.88,5
1961325,3.9,5
1961326,3.92,5
1961327,3.93,5
1961328,3.95,5
1961329,3.96,5
1961330,3.99,5
1961331,4.0,5
1961332,4.01,5
1961333,4.04,5
1961334,4.06,5
1961335,4.08,5
1961336,4.1,5
1961337,4.1,5
1961338,4.08,5
1961339,4.05,5
1961340,4.02,5
1961341,4.0,5
1961342,3.98,5
1961343,3.96,5
1961344,3.92,5
1961345,3.87,5
1961346,3.86,5
1961347,3.86,5
1961348,3.87,5
1961349,3.88,5
1961350,3.87,5
1961351,3.87,5
1961352,3.88,5
1961353,3.91,5
1961354,3.94,5
1961355,3.99,5
1961356,4.03,5
1961357,4.07,5
1961358,4.09,5
1961359,4.09,5
1961360,4.09,5
1961361,4.08,5
1961362,4.07,5
1961363,4.04,5
1961364,4.03,5
1961365,4.0,5
1962001,3.97,5
1962002,3.92,5
1962003,3.9,5
1962004,3.88,5
1962005,3.87,5
1962006,3.86,5
1962007,3.84,5
1962008,3.83,5
1962009,3.82,5
1962010,3.83,5
1962011,3.84,5
1962012,3.84,5
1962013,3.86,5
1962014,3.89,5
1962015,3.93,5
1962016,3.95,5
1962017,3.97,5
1962018,4.02,5
1962019,4.09,5
1962020,4.14,5
1962021,4.18,5
1962022,4.2,5
1962023,4.21,5
1962024,4.22,5
1962025,4.22,5
1962026,4.22,5
1962027,4.22,5
1962028,4.21,5
1962029,4.17,5
1962030,4.13,5
1962031,4.13,5
1962032,4.13,5
1962033,4.13,5
1962034,4.11,5
1962035,4.08,5
1962036,4.03,5
1962037,3.96,5
1962038,3.93,5
1962039,3.93,5
1962040,3.93,5
1962041,3.93,5
1962042,3.93,5
1962043,3.94,5
1962044,3.95,5
1962045,3.96,5
1962046,3.97,5
1962047,3.99,5
1962048,4.02,5
1962049,4.09,5
1962050,4.15,5
1962051,4.21,5
1962052,4.25,5
1962053,4.33,5
1962054,4.38,5
1962055,4.4,5
1962056,4.38,5
1962057,4.38,5
1962058,4.36,5
1962059,4.34,5
1962060,4.28,5
1962061,4.21,5
1962062,4.12,5
1962063,4.05,5
1962064,3.99,5
1962065,3.96,5
1962066,3.93,5
1962067,3.92,5
1962068,3.91,5
1962069,3.91,5
1962070,3.92,5
1962071,3.94,5
1962072,3.95,5
1962073,3.96,5
1962074,3.98,5
1962075,4.01,5
1962076,4.06,5
1962077,4.14,5
1962078,4.21,5
1962079,4.29,5
1962080,4.32,5
1962081,4.36,5
1962082,4.35,5
1962083,4.36,5
1962084,4.33,5
1962085,4.3,5
1962086,4.25,5
1962087,4.21,5
1962088,4.16,5
1962089,4.11,5
1962090,4.07,5
1962091,4.02,5
1962092,3.98,5
