YYDD,Photons,Type
2002175,5.11,5
2002176,5.07,5
2002177,5.06,5
2002178,5.02,5
2002179,5.01,5
2002180,5.05,5
2002181,5.07,5
2002182,5.08,5
2002183,5.08,5
2002184,5.08,5
2002185,5.07,5
2002186,5.01,5
2002187,4.98,5
2002188,5.0,5
2002189,4.96,5
2002190,5.01,5
2002191,4.95,5
2002192,5.02,5
2002193,5.0,5
2002194,5.01,5
2002195,5.08,5
2002196,5.2,5
2002197,5.28,5
2002198,5.34,5
2002199,5.34,5
2002200,5.35,5
2002201,5.37,5
2002202,5.36,5
2002203,5.4,5
2002204,5.46,5
2002205,5.53,5
2002206,5.59,5
2002207,5.73,5
2002208,5.67,5
2002209,5.72,5
2002210,5.69,5
2002211,5.66,5
2002212,5.55,5
2002213,5.4,5
2002214,5.39,5
2002215,5.31,5
2002216,5.19,5
2002217,5.13,5
2002218,5.16,5
2002219,5.1,5
2002220,5.09,5
2002221,5.13,5
2002222,5.2,5
2002223,5.36,5
2002224,5.44,5
2002225,5.49,5
2002226,5.59,5
2002227,5.6,5
2002228,5.63,5
2002229,5.7,5
2002230,5.79,5
2002231,5.76,5
2002232,5.71,5
2002233,5.66,5
2002234,5.66,5
2002235,5.69,5
2002236,5.51,5
2002237,5.4,5
2002238,5.34,5
2002239,5.28,5
2002240,5.29,5
2002241,5.33,5
2002242,5.34,5
2002243,5.4,5
2002244,5.4,5
2002245,5.35,5
2002246,5.33,5
2002247,5.33,5
2002248,5.35,5
2002249,5.36,5
2002250,5.39,5
2002251,5.44,5
2002252,5.52,5
2002253,5.6,5
2002254,5.58,5
2002255,5.55,5
2002256,5.51,5
2002257,5.52,5
2002258,5.4,5
2002259,5.37,5
2002260,5.44,5
2002261,5.33,5
2002262,5.26,5
2002263,5.25,5
2002264,5.21,5
2002265,5.22,5
2002266,5.17,5
2002267,5.19,5
2002268,5.16,5
2002269,5.13,5
2002270,5.14,5
2002271,5.11,5
2002272,5.03,5
2002273,5.04,5
2002274,5.04,5
2002275,5.0,5
2002276,5.07,5
2002277,5.15,5
2002278,5.13,5
2002279,5.18,5
2002280,5.19,5
2002281,5.21,5
2002282,5.22,5
2002283,5.25,5
2002284,5.29,5
2002285,5.3,5
2002286,5.28,5
2002287,5.29,5
2002288,5.26,5
2002289,5.3,5
2002290,5.27,5
2002291,5.22,5
2002292,5.26,5
2002293,5.26,5
2002294,5.27,5
2002295,5.17,5
2002296,5.13,5
2002297,5.1,5
2002298,5.18,5
2002299,5.07,5
2002300,5.06,5
2002301,5.07,5
2002302,5.09,5
2002303,5.12,5
2002304,5.14,5
2002305,5.08,5
2002306,5.1,5
2002307,5.13,5
2002308,5.18,5
2002309,5.22,5
2002310,5.24,5
2002311,5.27,5
2002312,5.27,5
2002313,5.28,5
2002314,5.29,5
2002315,5.25,5
2002316,5.22,5
2002317,5.24,5
2002318,5.25,5
2002319,5.33,5
2002320,5.34,5
2002321,5.24,5
2002322,5.2,5
2002323,5.13,5
2002324,5.06,5
2002325,4.99,5
2002326,4.98,5
2002327,4.96,5
2002328,4.94,5
2002329,4.87,5
2002330,4.91,5
2002331,4.91,5
2002332,4.89,5
2002333,4.9,5
2002334,4.93,5
2002335,4.95,5
2002336,4.93,5
2002337,4.93,5
2002338,4.95,5
2002339,4.95,5
2002340,4.94,5
2002341,4.96,5
2002342,4.98,5
2002343,4.99,5
2002344,5.02,5
2002345,4.96,5
2002346,4.96,5
2002347,5.05,5
2002348,5.17,5
2002349,5.27,5
2002350,5.26,5
2002351,5.31,5
2002352,5.21,5
2002353,5.18,5
2002354,5.2,5
2002355,5.11,5
2002356,5.03,5
2002357,4.94,5
2002358,4.86,5
2002359,4.74,5
2002360,4.7,5
2002361,4.61,5
2002362,4.61,5
2002363,4.59,5
2002364,4.58,5
2002365,4.59,5
2003001,5.11,6
2003002,5.12,6
2003003,5.14,6
2003004,5.15,6
2003005,5.13,6
2003006,5.13,6
2003007,5.16,6
2003008,5.14,6
2003009,5.28,6
2003010,5.35,6
2003011,5.48,6
2003012,5.55,6
2003013,5.49,6
2003014,5.55,6
2003015,5.52,6
2003016,5.56,6
2003017,5.42,6
2003018,5.3,6
2003019,5.12,6
2003020,4.98,6
2003021,4.96,6
2003022,4.97,6
2003023,5.02,6
2003024,5.07,6
2003025,5.02,6
2003026,5.06,6
2003027,5.05,6
2003028,5.13,6
2003029,5.11,6
2003030,5.01,6
2003031,4.94,6
2003032,4.88,6
2003033,4.79,6
2003034,4.74,6
2003035,4.77,6
2003036,4.96,6
2003037,5.15,6
2003038,5.23,6
2003039,5.29,6
2003040,5.3,6
2003041,5.24,6
2003042,5.26,6
2003043,5.2,6
2003044,5.12,6
2003045,4.97,6
2003046,4.83,6
2003047,4.78,6
2003048,4.61,6
2003049,4.66,6
2003050,4.69,6
2003051,4.66,6
2003052,4.64,6
2003053,4.58,6
2003054,4.59,6
2003055,4.66,6
2003056,4.68,6
2003057,4.65,6
2003058,4.62,6
2003059,4.64,6
2003060,4.73,6
2003061,4.84,6
2003062,4.95,6
2003063,5.14,6
2003064,5.26,6
2003065,5.38,6
2003066,5.48,6
2003067,5.49,6
2003068,5.46,6
2003069,5.35,6
2003070,5.28,6
2003071,5.06,6
2003072,4.87,6
2003073,4.78,6
2003074,4.7,6
2003075,4.62,6
2003076,4.52,6
2003077,4.52,6
2003078,4.46,6
2003079,4.37,6
2003080,4.32,6
2003081,4.28,6
2003082,4.35,6
2003083,4.37,6
2003084,4.47,6
2003085,4.63,6
2003086,4.69,6
2003087,4.81,6
2003088,4.97,6
2003089,5.0,6
2003090,5.13,6
2003091,5.13,6
2003092,5.11,6
2003093,5.06,6
2003094,4.99,6
2003095,4.88,6
2003096,4.74,6
2003097,4.59,6
2003098,4.52,6
2003099,4.43,6
2003100,4.36,6
2003101,4.37,6
2003102,4.33,6
2003103,4.34,6
2003104,4.38,6
2003105,4.39,6
2003106,4.4,6
2003107,4.48,6
2003108,4.51,6
2003109,4.54,6
2003110,4.66,6
2003111,4.7,6
2003112,4.84,6
2003113,4.88,6
2003114,4.93,6
2003115,4.95,6
2003116,5.02,6
2003117,5.11,6
2003118,5.07,6
2003119,5.1,6
2003120,4.96,6
2003121,4.83,6
2003122,4.74,6
2003123,4.7,6
2003124,4.62,6
2003125,4.5,6
2003126,4.38,6
2003127,4.27,6
2003128,4.16,6
2003129,4.14,6
2003130,4.18,6
2003131,4.24,6
2003132,4.27,6
2003133,4.3,6
2003134,4.36,7
2003135,4.36,7
2003136,4.42,7
2003137,4.48,7
2003138,4.6,7
2003139,4.68,7
2003140,4.71,7
2003141,4.73,7
2003142,4.83,7
2003143,4.85,7
2003144,4.86,7
2003145,4.87,7
2003146,4.84,7
2003147,4.82,7
2003148,4.81,7
2003149,4.77,7
2003150,4.66,7
2003151,4.55,7
2003152,4.41,7
2003153,4.31,7
2003154,4.26,7
2003155,4.19,7
2003156,4.26,7
2003157,4.38,7
2003158,4.46,7
2003159,4.52,7
2003160,4.69,7
2003161,4.74,7
2003162,4.86,7
2003163,4.87,7
2003164,4.71,7
2003165,4.66,7
2003166,4.62,7
2003167,4.59,7
2003168,4.58,7
2003169,4.61,7
2003170,4.63,7
2003171,4.64,7
2003172,4.6,7
2003173,4.56,7
2003174,4.58,7
2003175,4.56,7
2003176,4.51,7
2003177,4.52,7
2003178,4.56,7
2003179,4.56,7
2003180,4.58,7
2003181,4.62,7
2003182,4.65,7
2003183,4.72,7
2003184,4.78,7
2003185,4.77,7
2003186,4.78,7
2003187,4.8,7
2003188,4.81,7
2003189,4.83,7
2003190,4.79,7
2003191,4.67,7
2003192,4.63,7
2003193,4.6,7
2003194,4.67,7
2003195,4.69,7
2003196,4.73,7
2003197,4.72,7
2003198,4.76,7
2003199,4.82,7
2003200,4.91,7
2003201,4.93,7
2003202,4.92,7
2003203,4.84,7
2003204,4.74,7
2003205,4.53,7
2003206,4.44,7
2003207,4.38,7
2003208,4.43,7
2003209,4.48,7
2003210,4.51,7
2003211,4.49,7
2003212,4.56,7
2003213,4.56,7
2003214,4.64,7
2003215,4.68,7
2003216,4.67,7
2003217,4.66,7
2003218,4.57,7
2003219,4.55,7
2003220,4.49,7
2003221,4.51,7
2003222,4.59,7
2003223,4.6,7
2003224,4.64,7
2003225,4.62,7
2003226,4.61,7
2003227,4.6,7
2003228,4.59,7
2003229,4.56,7
2003230,4.56,7
2003231,4.56,7
2003232,4.53,7
2003233,4.5,7
2003234,4.57,7
2003235,4.61,7
2003236,4.68,7
2003237,4.68,7
2003238,4.78,7
2003239,4.82,7
2003240,4.83,7
2003241,4.78,7
2003242,4.73,7
2003243,4.74,7
2003244,4.69,7
2003245,4.58,7
2003246,4.51,7
2003247,4.5,7
2003248,4.51,7
2003249,4.5,7
2003250,4.5,7
2003251,4.47,7
2003252,4.47,7
2003253,4.4,7
2003254,4.37,7
2003255,4.31,7
2003256,4.35,7
2003257,4.33,7
2003258,4.32,7
2003259,4.29,7
2003260,4.3,7
2003261,4.38,7
2003262,4.43,7
2003263,4.56,7
2003264,4.56,7
2003265,4.6,7
2003266,4.68,7
2003267,4.77,7
2003268,4.83,7
2003269,4.87,7
2003270,4.86,7
2003271,4.82,7
2003272,4.76,7
2003273,4.68,7
2003274,4.68,7
2003275,4.63,7
2003276,4.63,7
2003277,4.6,7
2003278,4.62,7
2003279,4.58,7
2003280,4.59,7
2003281,4.56,7
2003282,4.59,7
2003283,4.61,7
2003284,4.59,7
2003285,4.45,7
2003286,4.39,7
2003287,4.32,7
2003288,4.32,7
2003289,4.31,7
2003290,4.41,7
2003291,4.5,7
2003292,4.61,7
2003293,4.58,7
2003294,4.63,7
2003295,4.68,7
2003296,4.73,7
2003297,4.75,7
2003298,4.83,7
2003299,4.95,7
2003300,5.12,7
2003301,5.31,7
2003302,5.28,7
2003303,5.27,7
2003304,5.23,7
2003305,5.12,7
2003306,4.95,7
2003307,4.77,7
2003308,4.62,7
2003309,4.49,7
2003310,4.4,7
2003311,4.27,7
2003312,4.21,7
2003313,4.17,7
2003314,4.1,7
2003315,4.09,7
2003316,4.11,7
2003317,4.13,7
2003318,4.22,7
2003319,4.26,7
2003320,4.28,7
2003321,4.35,7
2003322,4.49,7
2003323,4.62,7
2003324,4.8,7
2003325,4.88,7
2003326,4.93,7
2003327,4.99,7
2003328,5.05,7
2003329,5.08,7
2003330,5.09,7
2003331,5.1,7
2003332,5.12,7
2003333,5.04,7
2003334,5.01,7
2003335,4.88,7
2003336,4.77,7
2003337,4.61,7
2003338,4.55,7
2003339,4.39,7
2003340,4.27,7
2003341,4.16,7
2003342,4.11,7
2003343,3.99,7
2003344,3.99,7
2003345,3.97,7
2003346,4.0,7
2003347,4.01,7
2003348,4.03,7
2003349,4.11,7
2003350,4.22,7
2003351,4.32,7
2003352,4.47,7
2003353,4.59,7
2003354,4.72,7
2003355,4.78,7
2003356,4.87,7
2003357,4.92,7
2003358,4.96,7
2003359,4.97,7
2003360,4.91,7
2003361,4.79,7
2003362,4.64,7
2003363,4.5,7
2003364,4.38,7
2003365,4.26,7
2004001,4.22,7
2004002,4.18,7
2004003,4.16,7
2004004,4.12,7
2004005,4.21,7
2004006,4.14,7
2004007,4.18,7
2004008,4.15,7
2004009,4.14,7
2004010,4.11,7
2004011,4.09,7
2004012,4.14,7
2004013,4.21,7
2004014,4.32,7
2004015,4.43,7
2004016,4.52,7
2004017,4.68,7
2004018,4.74,7
2004019,4.85,7
2004020,4.88,7
2004021,4.93,7
2004022,4.85,7
2004023,4.74,7
2004024,4.62,7
2004025,4.46,7
2004026,4.31,7
2004027,4.2,7
2004028,4.1,7
2004029,4.08,7
2004030,4.08,7
2004031,4.08,7
2004032,4.1,7
2004033,4.14,7
2004034,4.16,7
2004035,4.2,7
2004036,4.18,7
2004037,4.18,7
2004038,4.19,7
2004039,4.22,7
2004040,4.27,7
2004041,4.34,7
2004042,4.41,7
2004043,4.46,7
2004044,4.52,7
2004045,4.59,7
2004046,4.61,7
2004047,4.61,7
2004048,4.59,7
2004049,4.52,7
2004050,4.47,7
2004051,4.41,7
2004052,4.36,7
2004053,4.31,7
2004054,4.26,7
2004055,4.23,7
2004056,4.23,7
2004057,4.22,7
2004058,4.17,7
2004059,4.18,7
2004060,4.16,7
2004061,4.16,7
2004062,4.11,7
2004063,4.03,7
2004064,4.04,7
2004065,4.04,7
2004066,4.06,7
2004067,4.08,7
2004068,4.14,7
2004069,4.19,7
2004070,4.25,7
2004071,4.3,7
2004072,4.37,7
2004073,4.45,7
2004074,4.47,7
2004075,4.46,7
2004076,4.43,7
2004077,4.43,7
2004078,4.39,7
2004079,4.37,7
2004080,4.4,7
2004081,4.43,7
2004082,4.42,7
2004083,4.42,7
2004084,4.43,7
2004085,4.45,7
2004086,4.47,7
2004087,4.46,7
2004088,4.4,7
2004089,4.34,7
2004090,4.29,7
2004091,4.24,7
2004092,4.21,7
2004093,4.21,7
2004094,4.21,7
2004095,4.29,7
2004096,4.33,7
2004097,4.32,7
2004098,4.33,7
2004099,4.3,7
2004100,4.25,7
2004101,4.2,7
2004102,4.23,7
2004103,4.26,7
2004104,4.31,7
2004105,4.31,7
2004106,4.34,7
2004107,4.32,7
2004108,4.37,7
2004109,4.42,7
2004110,4.46,7
2004111,4.44,7
2004112,4.47,7
2004113,4.48,7
2004114,4.43,7
2004115,4.37,7
2004116,4.31,7
2004117,4.27,7
2004118,4.19,7
2004119,4.13,7
2004120,4.11,7
2004121,4.14,7
2004122,4.2,7
2004123,4.22,7
2004124,4.2,7
2004125,4.19,7
2004126,4.17,7
2004127,4.16,7
2004128,4.14,7
2004129,4.14,7
2004130,4.19,7
2004131,4.24,7
2004132,4.23,7
2004133,4.25,7
2004134,4.3,7
2004135,4.32,7
2004136,4.36,7
2004137,4.34,7
2004138,4.36,7
2004139,4.32,7
2004140,4.31,7
2004141,4.26,7
2004142,4.28,7
2004143,4.25,7
2004144,4.26,7
2004145,4.24,7
2004146,4.22,7
2004147,4.2,7
2004148,4.15,7
2004149,4.13,7
2004150,4.12,7
2004151,4.14,7
2004152,4.1,7
2004153,4.09,7
2004154,4.14,7
2004155,4.19,7
2004156,4.2,7
2004157,4.21,7
2004158,4.23,7
2004159,4.23,7
2004160,4.18,7
2004161,4.14,7
2004162,4.11,7
2004163,4.06,7
2004164,4.06,7
2004165,4.05,7
2004166,4.09,7
2004167,4.16,7
2004168,4.22,7
2004169,4.29,7
2004170,4.26,7
2004171,4.28,7
2004172,4.31,7
2004173,4.31,7
2004174,4.31,7
2004175,4.28,7
2004176,4.24,7
2004177,4.18,7
2004178,4.15,7
2004179,4.11,7
2004180,4.11,7
2004181,4.09,7
2004182,4.08,7
2004183,4.07,7
2004184,4.08,7
2004185,4.07,7
2004186,4.11,7
2004187,4.06,7
2004188,3.97,7
2004189,3.95,7
2004190,3.95,7
2004191,3.94,7
2004192,3.94,7
2004193,4.07,7
2004194,4.24,7
2004195,4.35,7
2004196,4.43,7
2004197,4.5,7
2004198,4.52,7
2004199,4.5,7
2004200,4.57,7
2004201,4.61,7
2004202,4.65,7
2004203,4.54,7
2004204,4.57,7
2004205,4.4,7
2004206,4.33,7
2004207,4.3,7
2004208,4.21,7
2004209,4.08,7
2004210,4.01,7
2004211,3.9,7
2004212,3.88,7
2004213,3.9,7
2004214,3.95,7
2004215,3.94,7
2004216,3.96,7
2004217,3.94,7
2004218,3.98,7
2004219,4.0,7
2004220,4.09,7
2004221,4.12,7
2004222,4.23,7
2004223,4.29,7
2004224,4.35,7
2004225,4.41,7
2004226,4.5,7
2004227,4.59,7
2004228,4.54,7
2004229,4.48,7
2004230,4.46,7
2004231,4.37,7
2004232,4.29,7
2004233,4.28,7
2004234,4.27,7
2004235,4.25,7
2004236,4.21,7
2004237,4.18,7
2004238,4.1,7
2004239,4.09,7
2004240,4.08,7
2004241,4.09,7
2004242,4.06,7
2004243,4.03,7
2004244,3.98,7
2004245,3.93,7
2004246,4.01,7
2004247,4.09,7
2004248,4.16,7
2004249,4.25,7
2004250,4.3,7
2004251,4.34,7
2004252,4.38,7
2004253,4.43,7
2004254,4.48,7
2004255,4.48,7
2004256,4.5,7
2004257,4.37,7
2004258,4.31,7
2004259,4.26,7
2004260,4.3,7
2004261,4.28,7
2004262,4.26,7
2004263,4.18,7
2004264,4.12,7
2004265,4.04,7
2004266,3.98,7
2004267,3.96,7
2004268,3.95,7
2004269,3.97,7
2004270,3.96,7
2004271,3.96,7
2004272,3.97,7
2004273,3.99,7
2004274,4.09,7
2004275,4.15,7
2004276,4.19,7
2004277,4.22,7
2004278,4.2,7
2004279,4.2,7
2004280,4.22,7
2004281,4.21,7
2004282,4.2,7
2004283,4.18,7
2004284,4.11,7
2004285,4.05,7
2004286,4.07,7
2004287,4.08,7
2004288,4.09,7
2004289,4.11,7
2004290,4.11,7
2004291,4.12,7
2004292,4.14,7
2004293,4.16,7
2004294,4.21,7
2004295,4.24,7
2004296,4.3,7
2004297,4.32,7
2004298,4.37,7
2004299,4.37,7
2004300,4.43,7
2004301,4.47,7
2004302,4.45,7
2004303,4.46,7
2004304,4.45,7
2004305,4.43,7
2004306,4.35,7
2004307,4.34,7
2004308,4.33,7
2004309,4.26,7
2004310,4.25,7
2004311,4.24,7
2004312,4.25,7
2004313,4.26,7
2004314,4.18,7
2004315,4.12,7
2004316,4.13,7
2004317,4.15,7
2004318,4.15,7
2004319,4.15,7
2004320,4.18,7
2004321,4.18,7
2004322,4.16,7
2004323,4.17,7
2004324,4.23,7
2004325,4.27,7
2004326,4.29,7
2004327,4.32,7
2004328,4.34,7
2004329,4.4,7
2004330,4.43,7
2004331,4.45,7
2004332,4.46,7
2004333,4.43,7
2004334,4.39,7
2004335,4.32,7
2004336,4.26,7
2004337,4.2,7
2004338,4.2,7
2004339,4.17,7
2004340,4.13,7
2004341,4.09,7
2004342,4.06,7
2004343,4.04,7
2004344,4.08,7
2004345,4.06,7
2004346,4.09,7
2004347,4.05,7
2004348,4.05,7
2004349,3.98,7
2004350,3.95,7
2004351,3.97,7
2004352,4.02,7
2004353,4.05,7
2004354,4.09,7
2004355,4.1,7
2004356,4.23,7
2004357,4.28,7
2004358,4.34,7
2004359,4.4,7
2004360,4.39,7
2004361,4.36,7
2004362,4.29,7
2004363,4.25,7
2004364,4.25,7
2004365,4.22,7
2004366,4.25,7
2005001,4.19,7
2005002,4.19,7
2005003,4.11,7
2005004,4.06,7
2005005,4.0,7
2005006,3.99,7
2005007,3.94,7
2005008,3.94,7
2005009,3.92,7
2005010,3.91,7
2005011,3.91,7
2005012,3.97,7
2005013,4.06,7
2005014,4.15,7
2005015,4.29,7
2005016,4.32,7
2005017,4.38,7
2005018,4.39,7
2005019,4.41,7
2005020,4.42,7
2005021,4.36,7
2005022,4.32,7
2005023,4.29,7
2005024,4.24,7
2005025,4.19,7
2005026,4.14,7
2005027,4.09,7
2005028,4.02,7
2005029,3.99,7
2005030,3.95,7
2005031,3.93,7
2005032,3.92,7
2005033,3.9,7
2005034,3.87,7
2005035,3.84,7
2005036,3.89,7
2005037,3.93,7
2005038,4.02,7
2005039,4.09,7
2005040,4.17,7
2005041,4.21,7
2005042,4.28,7
2005043,4.33,7
2005044,4.39,7
2005045,4.4,7
2005046,4.42,7
2005047,4.4,7
2005048,4.32,7
2005049,4.22,7
2005050,4.23,7
2005051,4.11,7
2005052,4.07,7
2005053,4.0,7
2005054,3.96,7
2005055,3.95,7
2005056,3.9,7
2005057,3.86,7
2005058,3.81,7
2005059,3.78,7
2005060,3.75,7
2005061,3.73,7
2005062,3.74,7
2005063,3.75,7
2005064,3.77,7
2005065,3.81,7
2005066,3.89,7
2005067,3.92,7
2005068,4.01,7
2005069,4.13,7
2005070,4.22,7
2005071,4.25,7
2005072,4.28,7
2005073,4.3,7
2005074,4.3,7
2005075,4.27,7
2005076,4.22,7
2005077,4.17,7
2005078,4.11,7
2005079,4.07,7
2005080,4.04,7
2005081,3.95,7
2005082,3.98,7
2005083,3.98,7
2005084,3.89,7
2005085,3.87,7
2005086,3.84,7
2005087,3.79,7
2005088,3.79,7
2005089,3.79,7
2005090,3.78,7
2005091,3.78,7
2005092,3.84,7
2005093,3.86,7
2005094,3.89,7
2005095,3.98,7
2005096,4.03,7
2005097,4.08,7
2005098,4.09,7
2005099,4.16,7
2005100,4.15,7
2005101,4.13,7
2005102,4.08,7
2005103,4.11,7
2005104,4.07,7
2005105,4.07,7
2005106,4.05,7
2005107,4.03,7
2005108,3.97,7
2005109,3.91,7
2005110,3.93,7
2005111,3.91,7
2005112,3.86,7
2005113,3.82,7
2005114,3.81,7
2005115,3.8,7
2005116,3.89,7
2005117,3.92,7
2005118,3.94,7
2005119,4.0,7
2005120,4.02,7
2005121,4.05,7
2005122,4.1,7
2005123,4.19,7
2005124,4.22,7
2005125,4.24,7
2005126,4.23,7
2005127,4.14,7
2005128,4.15,7
2005129,4.19,7
2005130,4.24,7
2005131,4.23,7
2005132,4.22,7
2005133,4.16,7
2005134,4.14,7
2005135,4.1,7
2005136,4.1,7
2005137,4.04,7
2005138,3.97,7
2005139,3.91,7
2005140,3.85,7
2005141,3.83,7
2005142,3.86,7
2005143,3.88,7
2005144,3.91,7
2005145,3.95,7
2005146,4.0,7
2005147,4.01,7
2005148,4.04,7
2005149,4.06,7
2005150,4.12,7
2005151,4.15,7
2005152,4.19,7
2005153,4.15,7
2005154,4.13,7
2005155,4.18,7
2005156,4.19,7
2005157,4.17,7
2005158,4.2,7
2005159,4.2,7
2005160,4.21,7
2005161,4.15,7
2005162,4.07,7
2005163,4.04,7
2005164,3.99,7
2005165,3.9,7
2005166,3.87,7
2005167,3.85,7
2005168,3.83,7
2005169,3.85,7
2005170,3.87,7
2005171,3.89,7
2005172,3.89,7
2005173,3.88,7
2005174,3.88,7
2005175,3.92,7
2005176,3.93,7
2005177,3.95,7
2005178,4.0,7
2005179,4.04,7
2005180,4.1,7
2005181,4.16,7
2005182,4.22,7
2005183,4.3,7
2005184,4.38,7
2005185,4.38,7
2005186,4.4,7
2005187,4.35,7
2005188,4.31,7
2005189,4.22,7
2005190,4.15,7
2005191,4.05,7
2005192,3.99,7
2005193,3.92,7
2005194,3.9,7
2005195,3.88,7
2005196,3.83,7
2005197,3.79,7
2005198,3.78,7
2005199,3.71,7
2005200,3.71,7
2005201,3.73,7
2005202,3.76,7
2005203,3.79,7
2005204,3.89,7
2005205,3.96,7
2005206,4.01,7
2005207,4.06,7
2005208,4.06,7
2005209,4.14,7
2005210,4.2,7
2005211,4.25,7
2005212,4.29,7
2005213,4.38,7
2005214,4.34,7
2005215,4.29,7
2005216,4.22,7
2005217,4.09,7
2005218,4.03,7
2005219,3.97,7
2005220,3.95,7
2005221,3.87,7
2005222,3.79,7
2005223,3.78,7
2005224,3.74,7
2005225,3.72,7
2005226,3.67,7
2005227,3.67,7
2005228,3.7,7
2005229,3.76,7
2005230,3.79,7
2005231,3.86,7
2005232,3.97,7
2005233,4.02,7
2005234,4.1,7
2005235,4.11,7
2005236,4.14,7
2005237,4.18,7
2005238,4.21,7
2005239,4.24,7
2005240,4.24,7
2005241,4.22,7
2005242,4.16,7
2005243,4.1,7
2005244,4.0,7
2005245,3.93,7
2005246,3.83,7
2005247,3.8,7
2005248,3.75,7
2005249,3.68,7
2005250,3.73,7
2005251,3.75,7
2005252,3.81,7
2005253,3.87,7
2005254,3.92,7
2005255,3.96,7
2005256,4.09,7
2005257,4.06,7
2005258,4.08,7
2005259,4.08,7
2005260,4.09,7
2005261,4.1,7
2005262,4.06,7
2005263,4.05,7
2005264,4.05,7
2005265,4.05,7
2005266,4.03,7
2005267,4.01,7
2005268,3.97,7
2005269,3.94,7
2005270,3.86,7
2005271,3.82,7
2005272,3.76,7
2005273,3.71,7
2005274,3.71,7
2005275,3.68,7
2005276,3.67,7
2005277,3.78,7
2005278,3.77,7
2005279,3.8,7
2005280,3.82,7
2005281,3.84,7
2005282,3.86,7
2005283,3.87,7
2005284,3.9,7
2005285,3.91,7
2005286,3.91,7
2005287,3.89,7
2005288,3.9,7
2005289,3.86,7
2005290,3.88,7
2005291,3.91,7
2005292,3.92,7
2005293,3.88,7
2005294,3.89,7
2005295,3.87,7
2005296,3.82,7
2005297,3.78,7
2005298,3.76,7
2005299,3.73,7
2005300,3.67,7
2005301,3.65,7
2005302,3.65,7
2005303,3.68,7
2005304,3.69,7
2005305,3.73,7
2005306,3.76,7
2005307,3.78,7
2005308,3.8,7
2005309,3.83,7
2005310,3.86,7
2005311,3.88,7
2005312,3.87,7
2005313,3.85,7
2005314,3.85,7
2005315,3.83,7
2005316,3.8,7
2005317,3.82,7
2005318,3.81,7
2005319,3.84,7
2005320,3.86,7
2005321,3.86,7
2005322,3.87,7
2005323,3.87,7
2005324,3.86,7
2005325,3.85,7
2005326,3.85,7
2005327,3.81,7
2005328,3.76,7
2005329,3.75,7
2005330,3.73,7
2005331,3.76,7
2005332,3.82,7
2005333,3.86,7
2005334,3.92,7
2005335,3.99,7
2005336,4.02,7
2005337,4.03,7
2005338,4.01,7
2005339,3.99,7
2005340,3.97,7
2005341,3.91,7
2005342,3.87,7
2005343,3.84,7
2005344,3.85,7
2005345,3.88,7
2005346,3.9,7
2005347,3.89,7
2005348,3.91,7
2005349,3.92,7
2005350,3.87,7
2005351,3.85,7
2005352,3.84,7
2005353,3.83,7
2005354,3.8,7
2005355,3.76,7
2005356,3.78,7
2005357,3.75,7
2005358,3.78,7
2005359,3.86,7
2005360,3.99,7
2005361,4.06,7
2005362,4.11,7
2005363,4.09,7
2005364,4.13,7
2005365,4.1,7
2006001,4.06,7
2006002,3.99,7
2006003,3.97,7
2006004,3.94,7
2006005,3.84,7
2006006,3.81,7
2006007,3.77,7
2006008,3.79,7
2006009,3.77,7
2006010,3.78,7
2006011,3.77,7
2006012,3.77,7
2006013,3.77,7
2006014,3.79,7
2006015,3.81,7
2006016,3.81,7
2006017,3.78,7
2006018,3.78,7
2006019,3.78,7
2006020,3.79,7
2006021,3.85,7
2006022,3.93,7
2006023,3.99,7
2006024,4.01,7
2006025,3.98,7
2006026,3.99,7
2006027,3.96,7
2006028,3.92,7
2006029,3.87,7
2006030,3.83,7
2006031,3.76,7
2006032,3.72,7
2006033,3.7,7
2006034,3.7,7
2006035,3.68,7
2006036,3.71,7
2006037,3.71,7
2006038,3.7,7
2006039,3.72,7
2006040,3.74,7
2006041,3.72,7
2006042,3.7,7
2006043,3.68,7
2006044,3.71,7
2006045,3.71,7
2006046,3.71,7
2006047,3.75,7
2006048,3.8,7
2006049,3.86,7
2006050,3.85,7
2006051,3.88,7
2006052,3.89,7
2006053,3.86,7
2006054,3.84,7
2006055,3.83,7
2006056,3.77,7
2006057,3.76,7
2006058,3.76,7
2006059,3.74,7
2006060,3.71,7
2006061,3.71,7
2006062,3.71,7
2006063,3.69,7
2006064,3.69,7
2006065,3.7,7
2006066,3.68,7
2006067,3.65,7
2006068,3.64,7
2006069,3.64,7
2006070,3.65,7
2006071,3.64,7
2006072,3.65,7
2006073,3.67,7
2006074,3.66,7
2006075,3.69,7
2006076,3.71,7
2006077,3.77,7
2006078,3.79,7
2006079,3.79,7
2006080,3.79,7
2006081,3.79,7
2006082,3.77,7
2006083,3.75,7
2006084,3.7,7
2006085,3.7,7
2006086,3.69,7
2006087,3.67,7
2006088,3.7,7
2006089,3.75,7
2006090,3.8,7
2006091,3.84,7
2006092,3.85,7
2006093,3.89,7
2006094,3.87,7
2006095,3.84,7
2006096,3.83,7
2006097,3.8,7
2006098,3.78,7
2006099,3.81,7
2006100,3.79,7
2006101,3.79,7
2006102,3.8,7
2006103,3.84,7
2006104,3.84,7
2006105,3.89,7
2006106,3.91,7
2006107,3.87,7
2006108,3.87,7
2006109,3.8,7
2006110,3.75,7
2006111,3.74,7
