Ymd,mgii,uncertainty,source
1984-06-22,0.15688,4.03E-04,1
1984-06-23,0.15688,4.03E-04,1
1984-06-24,0.15698,4.04E-04,1
1984-06-25,0.1559,3.95E-04,1
1984-06-26,0.15531,3.90E-04,1
1984-06-27,0.15453,3.85E-04,1
1984-06-28,0.15433,3.83E-04,1
1984-06-29,0.15605,0.00101,17
1984-06-30,0.15541,3.91E-04,1
1984-07-01,0.1559,3.95E-04,1
1984-07-02,0.15658,4.01E-04,1
1984-07-03,0.15672,0.00105,17
1984-07-04,0.15825,4.17E-04,1
1984-07-05,0.15893,4.24E-04,1
1984-07-06,0.15883,4.23E-04,1
1984-07-07,0.15883,4.23E-04,1
1984-07-08,0.15864,4.21E-04,1
1984-07-09,0.15795,4.14E-04,1
1984-07-10,0.15707,4.05E-04,1
1984-07-11,0.15678,4.02E-04,1
1984-07-12,0.15609,3.96E-04,1
1984-07-13,0.1559,3.95E-04,1
1984-07-14,0.1558,9.91E-04,17
1984-07-15,0.1559,3.95E-04,1
1984-07-16,0.1558,3.94E-04,1
1984-07-17,0.15551,3.92E-04,1
1984-07-18,0.15541,3.91E-04,1
1984-07-19,0.15453,3.85E-04,1
1984-07-20,0.15453,3.85E-04,1
1984-07-21,0.15443,3.84E-04,1
1984-07-22,0.15444,9.09E-04,17
1984-07-23,0.15404,3.81E-04,1
1984-07-24,0.1542,8.94E-04,17
1984-07-25,0.15406,8.86E-04,17
1984-07-26,0.15355,3.79E-04,1
1984-07-27,0.15365,3.79E-04,1
1984-07-28,0.15336,3.77E-04,1
1984-07-29,0.15394,3.81E-04,1
1984-07-30,0.15424,3.83E-04,1
1984-07-31,0.15421,8.95E-04,17
1984-08-01,0.15492,3.87E-04,1
1984-08-02,0.15551,3.92E-04,1
1984-08-03,0.15541,3.91E-04,1
1984-08-04,0.15551,3.92E-04,1
1984-08-05,0.1559,3.95E-04,1
1984-08-06,0.15516,9.52E-04,17
1984-08-07,0.1557,3.93E-04,1
1984-08-08,0.156,3.96E-04,1
1984-08-09,0.15619,3.97E-04,1
1984-08-10,0.15639,3.99E-04,1
1984-08-11,0.15619,3.97E-04,1
1984-08-12,0.15503,9.45E-04,17
1984-08-13,0.15561,3.93E-04,1
1984-08-14,0.15512,3.89E-04,1
1984-08-15,0.15432,9.02E-04,17
1984-08-16,0.15365,3.79E-04,1
1984-08-17,0.15367,8.63E-04,17
1984-08-18,0.15257,3.73E-04,1
1984-08-19,0.15307,8.27E-04,17
1984-08-20,0.15208,3.71E-04,1
1984-08-21,0.15273,8.07E-04,17
1984-08-22,0.15257,3.73E-04,1
1984-08-23,0.15277,8.09E-04,17
1984-08-24,0.15267,3.74E-04,1
1984-08-25,0.1531,8.29E-04,17
1984-08-26,0.15355,3.79E-04,1
1984-08-27,0.15359,8.58E-04,17
1984-08-28,0.15384,3.80E-04,1
1984-08-29,0.15396,8.80E-04,17
1984-08-30,0.15414,3.82E-04,1
1984-08-31,0.15502,3.88E-04,1
1984-09-01,0.15473,3.86E-04,1
1984-09-02,0.15531,3.90E-04,1
1984-09-03,0.15469,9.24E-04,17
1984-09-04,0.15472,9.26E-04,17
1984-09-05,0.15502,3.88E-04,1
1984-09-06,0.15541,3.91E-04,1
1984-09-07,0.15502,3.88E-04,1
1984-09-08,0.15463,3.85E-04,1
1984-09-09,0.15388,8.75E-04,17
1984-09-10,0.15414,3.82E-04,1
1984-09-11,0.15345,3.78E-04,1
1984-09-12,0.15326,3.77E-04,1
1984-09-13,0.15257,3.73E-04,1
1984-09-14,0.15218,3.72E-04,1
1984-09-15,0.15235,7.85E-04,17
1984-09-16,0.15218,3.72E-04,1
1984-09-17,0.15179,3.70E-04,1
1984-09-18,0.15159,3.70E-04,1
1984-09-19,0.15224,7.78E-04,17
1984-09-20,0.15233,7.83E-04,17
1984-09-21,0.15179,3.70E-04,1
1984-09-22,0.15238,3.73E-04,1
1984-09-23,0.15267,3.74E-04,1
1984-09-24,0.15277,3.74E-04,1
1984-09-25,0.15267,3.74E-04,1
1984-09-26,0.15285,8.14E-04,17
1984-09-27,0.15296,3.75E-04,1
1984-09-28,0.15306,3.76E-04,1
1984-09-29,0.15336,3.77E-04,1
1984-09-30,0.15316,3.76E-04,1
1984-10-01,0.15272,8.06E-04,17
1984-10-02,0.15306,3.76E-04,1
1984-10-03,0.15336,3.77E-04,1
1984-10-04,0.15326,3.77E-04,1
1984-10-05,0.15277,3.74E-04,1
1984-10-06,0.15316,3.76E-04,1
1984-10-07,0.15259,7.99E-04,17
1984-10-08,0.15251,7.94E-04,17
1984-10-09,0.15257,3.73E-04,1
1984-10-10,0.15238,3.73E-04,1
1984-10-11,0.15208,3.71E-04,1
1984-10-12,0.15189,3.71E-04,1
1984-10-13,0.15213,7.71E-04,17
1984-10-14,0.1515,3.69E-04,1
1984-10-15,0.15179,3.70E-04,1
1984-10-16,0.15159,3.70E-04,1
1984-10-17,0.15218,3.72E-04,1
1984-10-18,0.15228,3.72E-04,1
1984-10-19,0.15227,7.80E-04,17
1984-10-20,0.15247,3.73E-04,1
1984-10-21,0.15277,3.74E-04,1
1984-10-22,0.15257,3.73E-04,1
1984-10-23,0.15214,7.72E-04,17
1984-10-24,0.152,7.64E-04,17
1984-10-25,0.15199,3.71E-04,1
1984-10-26,0.15171,7.47E-04,17
1984-10-27,0.15179,3.70E-04,1
1984-10-28,0.15146,7.32E-04,17
1984-10-29,0.15169,3.70E-04,1
1984-10-30,0.15133,7.25E-04,17
1984-10-31,0.15218,3.72E-04,1
1984-11-01,0.15135,7.26E-04,17
1984-11-02,0.15208,3.71E-04,1
1984-11-03,0.15208,3.71E-04,1
1984-11-04,0.15218,3.72E-04,1
1984-11-05,0.15163,7.42E-04,17
1984-11-06,0.15179,3.70E-04,1
1984-11-07,0.15173,7.48E-04,17
1984-11-08,0.15218,3.72E-04,1
1984-11-09,0.1515,3.69E-04,1
1984-11-10,0.15218,3.72E-04,1
1984-11-11,0.15199,7.63E-04,17
1984-11-12,0.15204,7.66E-04,17
1984-11-13,0.15247,3.73E-04,1
1984-11-14,0.15228,3.72E-04,1
1984-11-15,0.15218,3.72E-04,1
1984-11-16,0.15189,3.71E-04,1
1984-11-17,0.15183,7.54E-04,17
1984-11-18,0.15179,3.70E-04,1
1984-11-19,0.15189,7.58E-04,17
1984-11-20,0.15169,3.70E-04,1
1984-11-21,0.15208,3.71E-04,1
1984-11-22,0.15218,3.72E-04,1
1984-11-23,0.15244,7.90E-04,17
1984-11-24,0.15247,3.73E-04,1
1984-11-25,0.15267,3.74E-04,1
1984-11-26,0.15247,3.73E-04,1
1984-11-27,0.15238,3.73E-04,1
1984-11-28,0.15247,3.73E-04,1
1984-11-29,0.15242,7.89E-04,17
1984-11-30,0.15228,3.72E-04,1
1984-12-01,0.15247,3.73E-04,1
1984-12-02,0.15228,3.72E-04,1
1984-12-03,0.15228,3.72E-04,1
1984-12-04,0.15209,7.69E-04,17
1984-12-05,0.15208,3.71E-04,1
1984-12-06,0.15218,3.72E-04,1
1984-12-07,0.1521,7.70E-04,17
1984-12-08,0.15267,3.74E-04,1
1984-12-09,0.15223,7.78E-04,17
1984-12-10,0.15199,3.71E-04,1
1984-12-11,0.15237,7.85E-04,17
1984-12-12,0.15257,3.73E-04,1
1984-12-13,0.15267,3.74E-04,1
1984-12-14,0.15227,7.80E-04,17
1984-12-15,0.15199,3.71E-04,1
1984-12-16,0.15169,3.70E-04,1
1984-12-17,0.15218,3.72E-04,1
1984-12-18,0.15179,3.70E-04,1
1984-12-19,0.15228,3.72E-04,1
1984-12-20,0.15208,3.71E-04,1
1984-12-21,0.15212,7.71E-04,17
1984-12-22,0.15189,3.71E-04,1
1984-12-23,0.15228,3.72E-04,1
1984-12-24,0.15199,3.71E-04,1
1984-12-25,0.15169,3.70E-04,1
1984-12-26,0.15186,7.56E-04,17
1984-12-27,0.15228,3.72E-04,1
1984-12-28,0.15208,3.71E-04,1
1984-12-29,0.15169,3.70E-04,1
1984-12-30,0.15158,7.40E-04,17
1984-12-31,0.1513,3.69E-04,1
1985-01-01,0.15137,7.27E-04,17
1985-01-02,0.1513,3.69E-04,1
1985-01-03,0.1511,3.68E-04,1
1985-01-04,0.15159,3.70E-04,1
1985-01-05,0.1514,3.69E-04,1
1985-01-06,0.15101,3.68E-04,1
1985-01-07,0.15082,6.95E-04,17
1985-01-08,0.1513,3.69E-04,1
1985-01-09,0.1511,3.68E-04,1
1985-01-10,0.1511,3.68E-04,1
1985-01-11,0.1513,3.69E-04,1
1985-01-12,0.15107,7.10E-04,17
1985-01-13,0.15159,3.70E-04,1
1985-01-14,0.15189,3.71E-04,1
1985-01-15,0.15169,3.70E-04,1
1985-01-16,0.15156,7.39E-04,17
1985-01-17,0.15179,3.70E-04,1
1985-01-18,0.15177,7.51E-04,17
1985-01-19,0.15159,3.70E-04,1
1985-01-20,0.15189,3.71E-04,1
1985-01-21,0.15247,3.73E-04,1
1985-01-22,0.15277,3.74E-04,1
1985-01-23,0.15189,3.71E-04,1
1985-01-24,0.15207,7.68E-04,17
1985-01-25,0.1513,3.69E-04,1
1985-01-26,0.15091,3.67E-04,1
1985-01-27,0.1514,3.69E-04,1
1985-01-28,0.1511,3.68E-04,1
1985-01-29,0.1512,7.17E-04,17
1985-01-30,0.15081,3.67E-04,1
1985-01-31,0.1512,3.68E-04,1
1985-02-01,0.1513,3.69E-04,1
1985-02-02,0.15119,7.17E-04,17
1985-02-03,0.1515,3.69E-04,1
1985-02-04,0.15132,7.24E-04,17
1985-02-05,0.15179,3.70E-04,1
1985-02-06,0.15208,3.71E-04,1
1985-02-07,0.15159,3.70E-04,1
1985-02-08,0.1511,3.68E-04,1
1985-02-09,0.15199,3.71E-04,1
1985-02-10,0.15168,7.46E-04,17
1985-02-11,0.15199,3.71E-04,1
1985-02-12,0.15179,3.70E-04,1
1985-02-13,0.15189,3.71E-04,1
1985-02-14,0.15199,3.71E-04,1
1985-02-15,0.1516,7.41E-04,17
1985-02-16,0.15159,3.70E-04,1
1985-02-17,0.1515,3.69E-04,1
1985-02-18,0.15169,3.70E-04,1
1985-02-19,0.15142,7.31E-04,17
1985-02-20,0.15137,7.27E-04,17
1985-02-21,0.1514,3.69E-04,1
1985-02-22,0.1514,3.69E-04,1
1985-02-23,0.1515,3.69E-04,1
1985-02-24,0.15169,3.70E-04,1
1985-02-25,0.1515,3.69E-04,1
1985-02-26,0.15099,7.05E-04,17
1985-02-27,0.15095,7.03E-04,17
1985-02-28,0.15169,3.70E-04,1
1985-03-01,0.1515,3.69E-04,1
1985-03-02,0.15091,3.67E-04,1
1985-03-03,0.15081,3.67E-04,1
1985-03-04,0.15064,6.85E-04,17
1985-03-05,0.15101,3.68E-04,1
1985-03-06,0.15091,3.67E-04,1
1985-03-07,0.1513,3.69E-04,1
1985-03-08,0.1511,3.68E-04,1
1985-03-09,0.1511,3.68E-04,1
1985-03-10,0.1507,6.88E-04,17
1985-03-11,0.1512,3.68E-04,1
1985-03-12,0.1513,3.69E-04,1
1985-03-13,0.15159,3.70E-04,1
1985-03-14,0.15101,3.68E-04,1
1985-03-15,0.15091,3.67E-04,1
1985-03-16,0.15106,7.09E-04,17
1985-03-17,0.1513,3.69E-04,1
1985-03-18,0.1512,3.68E-04,1
1985-03-19,0.15159,3.70E-04,1
1985-03-20,0.15179,3.70E-04,1
1985-03-21,0.15183,7.54E-04,17
1985-03-22,0.1513,3.69E-04,1
1985-03-23,0.15257,3.73E-04,1
1985-03-24,0.15208,3.71E-04,1
1985-03-25,0.15218,3.72E-04,1
1985-03-26,0.15228,3.72E-04,1
1985-03-27,0.15257,3.73E-04,1
1985-03-28,0.15177,7.51E-04,17
1985-03-29,0.15169,3.70E-04,1
1985-03-30,0.15169,3.70E-04,1
1985-03-31,0.15179,3.70E-04,1
1985-04-01,0.1514,3.69E-04,1
1985-04-02,0.15134,7.26E-04,17
1985-04-03,0.15101,3.68E-04,1
1985-04-04,0.1513,3.69E-04,1
1985-04-05,0.15101,3.68E-04,1
1985-04-06,0.1513,3.69E-04,1
1985-04-07,0.15098,7.05E-04,17
1985-04-08,0.1514,3.69E-04,1
1985-04-09,0.15071,3.67E-04,1
1985-04-10,0.15071,3.67E-04,1
1985-04-11,0.15081,3.67E-04,1
1985-04-12,0.1511,3.68E-04,1
1985-04-13,0.15088,6.99E-04,17
1985-04-14,0.15052,3.66E-04,1
1985-04-15,0.15101,3.68E-04,1
1985-04-16,0.15091,3.67E-04,1
1985-04-17,0.15106,7.09E-04,17
1985-04-18,0.15117,7.16E-04,17
1985-04-19,0.1513,3.69E-04,1
1985-04-20,0.15208,3.71E-04,1
1985-04-21,0.1513,3.69E-04,1
1985-04-22,0.15257,3.73E-04,1
1985-04-23,0.15257,3.73E-04,1
1985-04-24,0.15238,3.73E-04,1
1985-04-25,0.15293,8.19E-04,17
1985-04-26,0.15257,3.73E-04,1
1985-04-27,0.15208,3.71E-04,1
1985-04-28,0.15218,3.72E-04,1
1985-04-29,0.1511,3.68E-04,1
1985-04-30,0.1512,3.68E-04,1
1985-05-01,0.15165,7.43E-04,17
1985-05-02,0.15101,3.68E-04,1
1985-05-03,0.15091,3.67E-04,1
1985-05-04,0.15091,3.67E-04,1
1985-05-05,0.15142,7.30E-04,17
1985-05-06,0.1514,3.69E-04,1
1985-05-07,0.15101,3.68E-04,1
1985-05-08,0.15208,3.71E-04,1
1985-05-09,0.15238,3.73E-04,1
1985-05-10,0.15316,3.76E-04,1
1985-05-11,0.15297,8.21E-04,17
1985-05-12,0.15316,3.76E-04,1
1985-05-13,0.15316,3.76E-04,1
1985-05-14,0.15247,3.73E-04,1
1985-05-15,0.15277,3.74E-04,1
1985-05-16,0.15287,3.75E-04,1
1985-05-17,0.15337,8.45E-04,17
1985-05-18,0.15336,3.77E-04,1
1985-05-19,0.15287,3.75E-04,1
1985-05-20,0.15306,3.76E-04,1
1985-05-21,0.15287,3.75E-04,1
1985-05-22,0.15309,8.28E-04,17
1985-05-23,0.15277,3.74E-04,1
1985-05-24,0.15306,3.76E-04,1
1985-05-25,0.15238,3.73E-04,1
1985-05-26,0.15199,3.71E-04,1
1985-05-27,0.15168,7.45E-04,17
1985-05-28,0.1513,3.69E-04,1
1985-05-29,0.15101,3.68E-04,1
1985-05-30,0.15062,3.67E-04,1
1985-05-31,0.15062,3.67E-04,1
1985-06-01,0.15101,3.68E-04,1
1985-06-02,0.15088,6.99E-04,17
1985-06-03,0.15101,3.68E-04,1
1985-06-04,0.15131,7.24E-04,17
1985-06-05,0.15199,3.71E-04,1
1985-06-06,0.15199,3.71E-04,1
1985-06-07,0.15316,3.76E-04,1
1985-06-08,0.15289,8.17E-04,17
1985-06-09,0.15345,3.78E-04,1
1985-06-10,0.15365,3.79E-04,1
1985-06-11,0.15384,3.80E-04,1
1985-06-12,0.15404,3.81E-04,1
1985-06-13,0.15384,3.80E-04,1
1985-06-14,0.15352,8.54E-04,17
1985-06-15,0.15326,3.77E-04,1
1985-06-16,0.15316,3.76E-04,1
1985-06-17,0.15296,3.75E-04,1
1985-06-18,0.15267,3.74E-04,1
1985-06-19,0.15179,3.70E-04,1
1985-06-20,0.15167,7.45E-04,17
1985-06-21,0.15159,3.70E-04,1
1985-06-22,0.1513,3.69E-04,1
1985-06-23,0.1511,3.68E-04,1
1985-06-24,0.15081,3.67E-04,1
1985-06-25,0.1508,6.94E-04,17
1985-06-26,0.15101,3.68E-04,1
1985-06-27,0.15101,3.68E-04,1
1985-06-28,0.15032,3.66E-04,1
1985-06-29,0.15062,3.67E-04,1
1985-06-30,0.1512,3.68E-04,1
1985-07-01,0.15137,7.27E-04,17
1985-07-02,0.15189,3.71E-04,1
1985-07-03,0.15218,3.72E-04,1
1985-07-04,0.15257,3.73E-04,1
1985-07-05,0.15307,8.27E-04,17
1985-07-06,0.15336,3.77E-04,1
1985-07-07,0.15355,3.79E-04,1
1985-07-08,0.1542,8.94E-04,17
1985-07-09,0.15375,3.80E-04,1
1985-07-10,0.15384,3.80E-04,1
1985-07-11,0.15316,3.76E-04,1
1985-07-12,0.15377,8.68E-04,17
1985-07-13,0.15199,3.71E-04,1
1985-07-14,0.15263,8.01E-04,17
1985-07-15,0.1513,3.69E-04,1
1985-07-16,0.15159,3.70E-04,1
1985-07-17,0.1511,3.68E-04,1
1985-07-18,0.15124,7.20E-04,17
1985-07-19,0.15189,3.71E-04,1
1985-07-20,0.1513,3.69E-04,1
1985-07-21,0.1511,3.68E-04,1
1985-07-22,0.15091,3.67E-04,1
1985-07-23,0.15101,3.68E-04,1
1985-07-24,0.15122,7.19E-04,17
1985-07-25,0.1512,3.68E-04,1
1985-07-26,0.15101,3.68E-04,1
1985-07-27,0.1513,3.69E-04,1
1985-07-28,0.1512,3.68E-04,1
1985-07-29,0.15306,3.76E-04,1
1985-07-30,0.15351,8.53E-04,17
1985-07-31,0.15404,3.81E-04,1
1985-08-01,0.15404,3.81E-04,1
1985-08-02,0.15355,3.79E-04,1
1985-08-03,0.15384,3.80E-04,1
1985-08-04,0.1539,8.76E-04,17
1985-08-05,0.15365,3.79E-04,1
1985-08-06,0.15326,3.77E-04,1
1985-08-07,0.15287,8.15E-04,17
1985-08-08,0.15228,3.72E-04,1
1985-08-09,0.15169,3.70E-04,1
1985-08-10,0.15165,7.43E-04,17
1985-08-11,0.15101,3.68E-04,1
1985-08-12,0.1512,3.68E-04,1
1985-08-13,0.1514,3.69E-04,1
1985-08-14,0.1514,3.69E-04,1
1985-08-15,0.1511,3.68E-04,1
1985-08-16,0.15046,6.75E-04,17
1985-08-17,0.15081,3.67E-04,1
1985-08-18,0.15081,3.67E-04,1
1985-08-19,0.15052,3.66E-04,1
1985-08-20,0.15052,3.66E-04,1
1985-08-21,0.15059,6.83E-04,17
1985-08-22,0.15072,6.90E-04,17
1985-08-23,0.1512,3.68E-04,1
1985-08-24,0.15091,3.67E-04,1
1985-08-25,0.15159,3.70E-04,1
1985-08-26,0.15208,3.71E-04,1
1985-08-27,0.15189,7.57E-04,17
1985-08-28,0.15267,3.74E-04,1
1985-08-29,0.15267,3.74E-04,1
1985-08-30,0.15257,3.73E-04,1
1985-08-31,0.15296,3.75E-04,1
1985-09-01,0.15247,3.73E-04,1
1985-09-02,0.15208,7.69E-04,17
1985-09-03,0.15199,3.71E-04,1
1985-09-04,0.15159,3.70E-04,1
1985-09-05,0.15101,3.68E-04,1
1985-09-06,0.1513,3.69E-04,1
1985-09-07,0.15091,3.67E-04,1
1985-09-08,0.15114,7.14E-04,17
1985-09-09,0.15032,3.66E-04,1
1985-09-10,0.15013,3.66E-04,1
1985-09-11,0.1511,3.68E-04,1
1985-09-12,0.15091,3.67E-04,1
1985-09-13,0.15066,6.86E-04,17
1985-09-14,0.15091,3.67E-04,1
1985-09-15,0.15052,3.66E-04,1
1985-09-16,0.15091,3.67E-04,1
1985-09-17,0.15081,3.67E-04,1
1985-09-18,0.15081,3.67E-04,1
1985-09-19,0.15081,6.95E-04,17
1985-09-20,0.1511,3.68E-04,1
1985-09-21,0.1511,3.68E-04,1
1985-09-22,0.1514,3.69E-04,1
1985-09-23,0.1511,3.68E-04,1
1985-09-24,0.15169,3.70E-04,1
1985-09-25,0.1512,3.68E-04,1
1985-09-26,0.15099,7.05E-04,17
1985-09-27,0.1514,3.69E-04,1
1985-09-28,0.15101,3.68E-04,1
1985-09-29,0.1511,3.68E-04,1
1985-09-30,0.15061,6.83E-04,17
1985-10-01,0.1512,3.68E-04,1
1985-10-02,0.15052,3.66E-04,1
1985-10-03,0.15091,3.67E-04,1
1985-10-04,0.15032,3.66E-04,1
1985-10-05,0.15032,3.66E-04,1
1985-10-06,0.15023,6.62E-04,17
1985-10-07,0.14993,3.65E-04,1
1985-10-08,0.14993,3.65E-04,1
1985-10-09,0.15052,3.66E-04,1
1985-10-10,0.15042,3.66E-04,1
1985-10-11,0.15032,3.66E-04,1
1985-10-12,0.15005,6.51E-04,17
1985-10-13,0.15013,3.66E-04,1
1985-10-14,0.14993,3.65E-04,1
1985-10-15,0.15081,3.67E-04,1
1985-10-16,0.15071,3.67E-04,1
1985-10-17,0.1514,3.69E-04,1
1985-10-18,0.15139,7.29E-04,17
1985-10-19,0.15179,3.70E-04,1
1985-10-20,0.15208,3.71E-04,1
1985-10-21,0.15306,3.76E-04,1
1985-10-22,0.15316,3.76E-04,1
1985-10-23,0.15276,8.09E-04,17
1985-10-24,0.15375,3.80E-04,1
1985-10-25,0.15345,3.78E-04,1
1985-10-26,0.15326,3.77E-04,1
1985-10-27,0.15257,3.73E-04,1
1985-10-28,0.1515,3.69E-04,1
1985-10-29,0.15162,7.42E-04,17
1985-10-30,0.15101,3.68E-04,1
1985-10-31,0.15101,3.68E-04,1
1985-11-01,0.15013,3.66E-04,1
1985-11-02,0.15013,3.66E-04,1
1985-11-03,0.15022,3.66E-04,1
1985-11-04,0.15066,6.86E-04,17
1985-11-05,0.15003,3.66E-04,1
1985-11-06,0.15071,3.67E-04,1
1985-11-07,0.15042,3.66E-04,1
1985-11-08,0.15101,3.68E-04,1
1985-11-09,0.15117,7.16E-04,17
1985-11-10,0.15062,3.67E-04,1
1985-11-11,0.15071,3.67E-04,1
1985-11-12,0.1511,3.68E-04,1
1985-11-13,0.1514,3.69E-04,1
1985-11-14,0.15238,3.73E-04,1
1985-11-15,0.1524,7.87E-04,17
1985-11-16,0.15267,3.74E-04,1
1985-11-17,0.15306,3.76E-04,1
1985-11-18,0.15355,3.79E-04,1
1985-11-19,0.15296,3.75E-04,1
1985-11-20,0.15296,3.75E-04,1
1985-11-21,0.15244,7.90E-04,17
1985-11-22,0.15189,3.71E-04,1
1985-11-23,0.1511,3.68E-04,1
1985-11-24,0.1512,3.68E-04,1
1985-11-25,0.15032,3.66E-04,1
1985-11-26,0.1513,7.23E-04,17
1985-11-27,0.15052,3.66E-04,1
1985-11-28,0.15071,3.67E-04,1
1985-11-29,0.15101,3.68E-04,1
1985-11-30,0.15081,3.67E-04,1
1985-12-01,0.15042,3.66E-04,1
1985-12-02,0.15071,6.89E-04,17
1985-12-03,0.15091,3.67E-04,1
1985-12-04,0.15071,3.67E-04,1
1985-12-05,0.15042,3.66E-04,1
1985-12-06,0.15091,3.67E-04,1
1985-12-07,0.15114,7.14E-04,17
1985-12-08,0.15133,7.25E-04,17
1985-12-09,0.15081,3.67E-04,1
1985-12-10,0.1515,3.69E-04,1
1985-12-11,0.15208,3.71E-04,1
1985-12-12,0.15277,3.74E-04,1
1985-12-13,0.15296,3.75E-04,1
1985-12-14,0.15287,8.15E-04,17
1985-12-15,0.15296,3.75E-04,1
1985-12-16,0.15365,3.79E-04,1
1985-12-17,0.15326,3.77E-04,1
1985-12-18,0.15326,3.77E-04,1
1985-12-19,0.15288,8.16E-04,17
1985-12-20,0.15228,3.72E-04,1
1985-12-21,0.15179,3.70E-04,1
1985-12-22,0.15159,3.70E-04,1
1985-12-23,0.15062,3.67E-04,1
1985-12-24,0.15052,3.66E-04,1
1985-12-25,0.15119,7.17E-04,17
1985-12-26,0.15042,3.66E-04,1
1985-12-27,0.15052,3.66E-04,1
1985-12-28,0.15053,6.79E-04,17
1985-12-29,0.15052,3.66E-04,1
1985-12-30,0.15042,3.66E-04,1
1985-12-31,0.15037,6.70E-04,17
1986-01-01,0.15042,6.73E-04,17
1986-01-02,0.15071,3.67E-04,1
1986-01-03,0.15081,3.67E-04,1
1986-01-04,0.15022,3.66E-04,1
1986-01-05,0.1512,3.68E-04,1
1986-01-06,0.15128,7.22E-04,17
1986-01-07,0.15169,3.70E-04,1
1986-01-08,0.15179,3.70E-04,1
1986-01-09,0.15238,3.73E-04,1
1986-01-10,0.15277,3.74E-04,1
1986-01-11,0.15257,3.73E-04,1
1986-01-12,0.15214,7.72E-04,17
1986-01-13,0.15277,3.74E-04,1
1986-01-14,0.1523,7.82E-04,17
1986-01-15,0.15247,3.73E-04,1
1986-01-16,0.15189,3.71E-04,1
1986-01-17,0.1513,3.69E-04,1
1986-01-18,0.15173,7.48E-04,17
1986-01-19,0.15062,3.67E-04,1
1986-01-20,0.15042,3.66E-04,1
1986-01-21,0.15032,3.66E-04,1
1986-01-22,0.15058,6.82E-04,17
1986-01-23,0.15032,3.66E-04,1
1986-01-24,0.15071,3.67E-04,1
1986-01-25,0.15042,3.66E-04,1
1986-01-26,0.15042,3.66E-04,1
1986-01-27,0.15052,3.66E-04,1
1986-01-28,0.15064,6.85E-04,17
1986-01-29,0.15042,3.66E-04,1
1986-01-30,0.15116,7.15E-04,17
1986-01-31,0.1513,3.69E-04,1
1986-02-01,0.1515,3.69E-04,1
1986-02-02,0.15257,3.73E-04,1
1986-02-03,0.15317,8.33E-04,17
1986-02-04,0.15394,3.81E-04,1
1986-02-05,0.15463,3.85E-04,1
1986-02-06,0.15375,3.80E-04,1
1986-02-07,0.15414,3.82E-04,1
1986-02-08,0.15463,3.85E-04,1
1986-02-09,0.15422,8.96E-04,17
1986-02-10,0.15443,3.84E-04,1
1986-02-11,0.15365,3.79E-04,1
1986-02-12,0.15277,3.74E-04,1
1986-02-13,0.15159,3.70E-04,1
1986-02-14,0.15273,8.07E-04,17
1986-02-15,0.15217,7.74E-04,17
1986-02-16,0.15042,3.66E-04,1
1986-02-17,0.15003,3.66E-04,1
1986-02-18,0.15071,3.67E-04,1
1986-02-19,0.15022,3.66E-04,1
1986-02-20,0.15026,6.63E-04,17
1986-02-21,0.15042,3.66E-04,1
1986-02-22,0.15081,3.67E-04,1
1986-02-23,0.1511,3.68E-04,1
1986-02-24,0.15081,3.67E-04,1
1986-02-25,0.15077,6.93E-04,17
1986-02-26,0.1515,3.69E-04,1
1986-02-27,0.15154,7.37E-04,17
1986-02-28,0.15159,3.70E-04,1
1986-03-01,0.15189,3.71E-04,1
1986-03-02,0.15296,3.75E-04,1
1986-03-03,0.15328,8.39E-04,17
1986-03-04,0.15326,3.77E-04,1
1986-03-05,0.15394,3.81E-04,1
1986-03-06,0.15433,3.83E-04,1
1986-03-07,0.15443,3.84E-04,1
1986-03-08,0.15394,3.81E-04,1
1986-03-09,0.15337,8.45E-04,17
1986-03-10,0.15306,3.76E-04,1
1986-03-11,0.15218,3.72E-04,1
1986-03-12,0.15228,3.72E-04,1
1986-03-13,0.1512,3.68E-04,1
1986-03-14,0.15161,7.41E-04,17
1986-03-15,0.15032,3.66E-04,1
1986-03-16,0.15101,3.68E-04,1
1986-03-17,0.15062,3.67E-04,1
1986-03-18,0.15032,3.66E-04,1
1986-03-19,0.15081,3.67E-04,1
1986-03-20,0.15058,6.82E-04,17
1986-03-21,0.15071,3.67E-04,1
1986-03-22,0.1511,3.68E-04,1
1986-03-23,0.15052,3.66E-04,1
1986-03-24,0.1511,3.68E-04,1
1986-03-25,0.15061,6.83E-04,17
1986-03-26,0.15091,3.67E-04,1
1986-03-27,0.1513,3.69E-04,1
1986-03-28,0.1511,3.68E-04,1
1986-03-29,0.15169,3.70E-04,1
1986-03-30,0.15247,3.73E-04,1
1986-03-31,0.15133,7.25E-04,17
1986-04-01,0.15218,3.72E-04,1
1986-04-02,0.15151,7.36E-04,17
1986-04-03,0.15208,3.71E-04,1
1986-04-04,0.15179,3.70E-04,1
1986-04-05,0.15238,3.73E-04,1
1986-04-06,0.1512,3.68E-04,1
1986-04-07,0.15134,7.25E-04,17
1986-04-08,0.15129,7.22E-04,17
1986-04-09,0.15091,3.67E-04,1
1986-04-10,0.15062,3.67E-04,1
1986-04-11,0.15101,3.68E-04,1
1986-04-12,0.15125,7.20E-04,17
1986-04-13,0.15101,3.68E-04,1
1986-04-14,0.1511,3.68E-04,1
1986-04-15,0.15157,7.39E-04,17
1986-04-16,0.1512,3.68E-04,1
1986-04-17,0.15175,7.49E-04,17
1986-04-18,0.15179,3.70E-04,1
