Ymd,mgii,uncertainty,source
1978-11-07,0.16402,4.88E-04,1
1978-11-08,0.16382,4.85E-04,1
1978-11-09,0.16373,4.84E-04,1
1978-11-10,0.16334,4.78E-04,1
1978-11-11,0.16214,0.00139,17
1978-11-12,0.16275,4.70E-04,1
1978-11-13,0.16157,4.55E-04,1
1978-11-14,0.1605,4.42E-04,1
1978-11-15,0.15937,0.00121,17
1978-11-16,0.159,0.00119,17
1978-11-17,0.15873,0.00117,17
1978-11-18,0.15853,0.00116,17
1978-11-19,0.15972,4.33E-04,1
1978-11-20,0.15913,4.26E-04,1
1978-11-21,0.15811,0.00113,17
1978-11-22,0.15874,4.22E-04,1
1978-11-23,0.15874,4.22E-04,1
1978-11-24,0.15942,4.29E-04,1
1978-11-25,0.16011,4.37E-04,1
1978-11-26,0.16109,4.49E-04,1
1978-11-27,0.16226,4.64E-04,1
1978-11-28,0.16236,4.65E-04,1
1978-11-29,0.16203,0.00139,17
1978-11-30,0.16278,0.00144,17
1978-12-01,0.1651,5.04E-04,1
1978-12-02,0.16578,5.14E-04,1
1978-12-03,0.16367,0.00149,17
1978-12-04,0.165,5.02E-04,1
1978-12-05,0.16568,5.12E-04,1
1978-12-06,0.1649,5.01E-04,1
1978-12-07,0.16519,5.05E-04,1
1978-12-08,0.16441,4.94E-04,1
1978-12-09,0.16422,4.91E-04,1
1978-12-10,0.16445,0.00155,17
1978-12-11,0.16458,0.00156,17
1978-12-12,0.16441,4.94E-04,1
1978-12-13,0.16431,4.92E-04,1
1978-12-14,0.16373,4.84E-04,1
1978-12-15,0.16286,0.00144,17
1978-12-16,0.16294,4.73E-04,1
1978-12-17,0.15893,4.24E-04,1
1978-12-18,0.16109,4.49E-04,1
1978-12-19,0.16011,4.37E-04,1
1978-12-20,0.15991,4.35E-04,1
1978-12-21,0.15639,3.99E-04,1
1978-12-22,0.15786,4.13E-04,1
1978-12-23,0.15863,0.00117,17
1978-12-24,0.15903,4.25E-04,1
1978-12-25,0.16079,4.45E-04,1
1978-12-26,0.16177,4.58E-04,1
1978-12-27,0.1613,0.00134,17
1978-12-28,0.16441,4.94E-04,1
1978-12-29,0.16568,5.12E-04,1
1978-12-30,0.16627,5.21E-04,1
1978-12-31,0.1652,0.0016,17
1979-01-01,0.16774,5.44E-04,1
1979-01-02,0.16813,5.50E-04,1
1979-01-03,0.16911,5.66E-04,1
1979-01-04,0.16789,0.00178,17
1979-01-05,0.16862,5.58E-04,1
1979-01-06,0.16715,5.35E-04,1
1979-01-07,0.16823,5.52E-04,1
1979-01-08,0.16777,0.00177,17
1979-01-09,0.16793,5.47E-04,1
1979-01-10,0.16686,5.30E-04,1
1979-01-11,0.16665,0.0017,17
1979-01-12,0.16686,5.30E-04,1
1979-01-13,0.16715,5.35E-04,1
1979-01-14,0.16627,5.21E-04,1
1979-01-15,0.16559,5.11E-04,1
1979-01-16,0.16451,0.00155,17
1979-01-17,0.16418,0.00153,17
1979-01-18,0.16353,4.81E-04,1
1979-01-19,0.16334,4.78E-04,1
1979-01-20,0.16487,0.00157,17
1979-01-21,0.16549,5.09E-04,1
1979-01-22,0.16637,0.00168,17
1979-01-23,0.16803,5.48E-04,1
1979-01-24,0.16901,5.64E-04,1
1979-01-25,0.16921,5.67E-04,1
1979-01-26,0.16789,0.00178,17
1979-01-27,0.16784,5.45E-04,1
1979-01-28,0.16705,5.33E-04,1
1979-01-29,0.16647,5.24E-04,1
1979-01-30,0.16705,5.33E-04,1
1979-01-31,0.16656,5.26E-04,1
1979-02-01,0.16846,0.00182,17
1979-02-02,0.16823,5.52E-04,1
1979-02-03,0.1694,5.71E-04,1
1979-02-04,0.1694,5.71E-04,1
1979-02-05,0.16999,5.80E-04,1
1979-02-06,0.16974,0.00191,17
1979-02-07,0.17048,5.88E-04,1
1979-02-08,0.17097,5.97E-04,1
1979-02-09,0.16958,0.0019,17
1979-02-10,0.16872,5.59E-04,1
1979-02-11,0.16725,5.36E-04,1
1979-02-12,0.16715,5.35E-04,1
1979-02-13,0.16817,0.0018,17
1979-02-14,0.16617,5.20E-04,1
1979-02-15,0.16686,5.30E-04,1
1979-02-16,0.16735,5.38E-04,1
1979-02-17,0.16872,5.59E-04,1
1979-02-18,0.16958,0.0019,17
1979-02-19,0.17038,5.87E-04,1
1979-02-20,0.16999,5.80E-04,1
1979-02-21,0.16841,0.00182,17
1979-02-22,0.16754,5.41E-04,1
1979-02-23,0.16676,5.29E-04,1
1979-02-24,0.16549,5.09E-04,1
1979-02-25,0.16624,0.00167,17
1979-02-26,0.16471,4.98E-04,1
1979-02-27,0.16568,5.12E-04,1
1979-02-28,0.16637,5.23E-04,1
1979-03-01,0.16696,5.32E-04,1
1979-03-02,0.16891,5.63E-04,1
1979-03-03,0.1695,5.72E-04,1
1979-03-04,0.16979,5.77E-04,1
1979-03-05,0.16845,0.00182,17
1979-03-06,0.1694,5.71E-04,1
1979-03-07,0.16901,5.64E-04,1
1979-03-08,0.16823,5.52E-04,1
1979-03-09,0.16791,0.00178,17
1979-03-10,0.16705,5.33E-04,1
1979-03-11,0.16723,0.00174,17
1979-03-12,0.16833,5.53E-04,1
1979-03-13,0.16842,5.55E-04,1
1979-03-14,0.16882,5.61E-04,1
1979-03-15,0.1693,5.69E-04,1
1979-03-16,0.16663,0.00169,17
1979-03-17,0.16662,0.00169,17
1979-03-18,0.17009,5.82E-04,1
1979-03-19,0.1695,5.72E-04,1
1979-03-20,0.16833,5.53E-04,1
1979-03-21,0.16723,0.00174,17
1979-03-22,0.16715,5.35E-04,1
1979-03-23,0.1681,0.0018,17
1979-03-24,0.16705,5.33E-04,1
1979-03-25,0.16686,5.30E-04,1
1979-03-26,0.16705,5.33E-04,1
1979-03-27,0.16774,5.44E-04,1
1979-03-28,0.16793,5.47E-04,1
1979-03-29,0.1694,5.71E-04,1
1979-03-30,0.17018,5.83E-04,1
1979-03-31,0.17155,6.06E-04,1
1979-04-01,0.17165,6.08E-04,1
1979-04-02,0.17126,6.02E-04,1
1979-04-03,0.17058,5.90E-04,1
1979-04-04,0.16823,5.52E-04,1
1979-04-05,0.16716,0.00173,17
1979-04-06,0.16461,4.96E-04,1
1979-04-07,0.16412,4.89E-04,1
1979-04-08,0.16373,4.84E-04,1
1979-04-09,0.16324,4.77E-04,1
1979-04-10,0.16382,4.85E-04,1
1979-04-11,0.16441,4.94E-04,1
1979-04-12,0.16541,0.00161,17
1979-04-13,0.16784,5.45E-04,1
1979-04-14,0.16597,0.00165,17
1979-04-15,0.16618,0.00166,17
1979-04-16,0.16754,5.41E-04,1
1979-04-17,0.16666,5.27E-04,1
1979-04-18,0.16519,5.05E-04,1
1979-04-19,0.16402,4.88E-04,1
1979-04-20,0.16226,4.64E-04,1
1979-04-21,0.16177,4.58E-04,1
1979-04-22,0.16377,0.0015,17
1979-04-23,0.16148,4.54E-04,1
1979-04-24,0.16407,0.00152,17
1979-04-25,0.1646,0.00156,17
1979-04-26,0.16527,0.0016,17
1979-04-27,0.16793,5.47E-04,1
1979-04-28,0.16872,5.59E-04,1
1979-04-29,0.16823,5.52E-04,1
1979-04-30,0.16724,0.00174,17
1979-05-01,0.16764,5.42E-04,1
1979-05-02,0.16656,5.26E-04,1
1979-05-03,0.1649,5.01E-04,1
1979-05-04,0.16581,0.00164,17
1979-05-05,0.16552,0.00162,17
1979-05-06,0.16373,4.84E-04,1
1979-05-07,0.16402,4.88E-04,1
1979-05-08,0.16552,0.00162,17
1979-05-09,0.16637,5.23E-04,1
1979-05-10,0.16803,5.48E-04,1
1979-05-11,0.16833,5.53E-04,1
1979-05-12,0.16712,0.00173,17
1979-05-13,0.1693,5.69E-04,1
1979-05-14,0.16901,5.64E-04,1
1979-05-15,0.16862,5.58E-04,1
1979-05-16,0.16715,5.35E-04,1
1979-05-17,0.16559,5.11E-04,1
1979-05-18,0.16412,4.89E-04,1
1979-05-19,0.16343,4.80E-04,1
1979-05-20,0.16439,0.00154,17
1979-05-21,0.1641,0.00152,17
1979-05-22,0.16275,4.70E-04,1
1979-05-23,0.16413,0.00153,17
1979-05-24,0.16444,0.00155,17
1979-05-25,0.16715,5.35E-04,1
1979-05-26,0.16696,5.32E-04,1
1979-05-27,0.16637,5.23E-04,1
1979-05-28,0.16547,0.00162,17
1979-05-29,0.16551,0.00162,17
1979-05-30,0.1651,5.04E-04,1
1979-05-31,0.16441,4.94E-04,1
1979-06-01,0.16632,0.00167,17
1979-06-02,0.16549,5.09E-04,1
1979-06-03,0.16676,5.29E-04,1
1979-06-04,0.16921,5.67E-04,1
1979-06-05,0.16939,0.00189,17
1979-06-06,0.17067,5.92E-04,1
1979-06-07,0.17244,6.22E-04,1
1979-06-08,0.17028,0.00195,17
1979-06-09,0.17001,0.00193,17
1979-06-10,0.16979,5.77E-04,1
1979-06-11,0.16764,5.42E-04,1
1979-06-12,0.16647,5.24E-04,1
1979-06-13,0.16622,0.00167,17
1979-06-14,0.16373,4.84E-04,1
1979-06-15,0.16285,4.72E-04,1
1979-06-16,0.16285,4.72E-04,1
1979-06-17,0.16334,0.00147,17
1979-06-18,0.16294,4.73E-04,1
1979-06-19,0.16246,4.67E-04,1
1979-06-20,0.16288,0.00144,17
1979-06-21,0.16288,0.00144,17
1979-06-22,0.16431,4.92E-04,1
1979-06-23,0.16373,4.84E-04,1
1979-06-24,0.16294,0.00145,17
1979-06-25,0.16298,0.00145,17
1979-06-26,0.16422,4.91E-04,1
1979-06-27,0.1649,5.01E-04,1
1979-06-28,0.16403,0.00152,17
1979-06-29,0.16485,0.00157,17
1979-06-30,0.16602,0.00165,17
1979-07-01,0.16686,5.30E-04,1
1979-07-02,0.1693,5.69E-04,1
1979-07-03,0.16948,0.00189,17
1979-07-04,0.17175,6.10E-04,1
1979-07-05,0.17234,6.20E-04,1
1979-07-06,0.16992,0.00193,17
1979-07-07,0.16937,0.00189,17
1979-07-08,0.17028,5.85E-04,1
1979-07-09,0.16882,5.61E-04,1
1979-07-10,0.16647,5.24E-04,1
1979-07-11,0.16513,0.00159,17
1979-07-12,0.16402,4.88E-04,1
1979-07-13,0.16285,4.72E-04,1
1979-07-14,0.16138,4.53E-04,1
1979-07-15,0.16138,0.00134,17
1979-07-16,0.16118,4.50E-04,1
1979-07-17,0.16167,4.56E-04,1
1979-07-18,0.16101,0.00132,17
1979-07-19,0.16125,0.00134,17
1979-07-20,0.16304,4.74E-04,1
1979-07-21,0.16353,4.81E-04,1
1979-07-22,0.16285,4.72E-04,1
1979-07-23,0.16295,0.00145,17
1979-07-24,0.16334,0.00147,17
1979-07-25,0.16304,4.74E-04,1
1979-07-26,0.16461,4.96E-04,1
1979-07-27,0.1639,0.00151,17
1979-07-28,0.16588,5.15E-04,1
1979-07-29,0.16519,5.05E-04,1
1979-07-30,0.16617,5.20E-04,1
1979-07-31,0.1639,0.00151,17
1979-08-01,0.16588,5.15E-04,1
1979-08-02,0.1648,4.99E-04,1
1979-08-03,0.1651,5.04E-04,1
1979-08-04,0.16354,0.00149,17
1979-08-05,0.16314,4.76E-04,1
1979-08-06,0.16324,4.77E-04,1
1979-08-07,0.16354,0.00149,17
1979-08-08,0.16354,0.00149,17
1979-08-09,0.16334,4.78E-04,1
1979-08-10,0.16363,4.83E-04,1
1979-08-11,0.16373,4.84E-04,1
1979-08-12,0.16368,0.0015,17
1979-08-13,0.16392,4.87E-04,1
1979-08-14,0.16412,4.89E-04,1
1979-08-15,0.16461,4.96E-04,1
1979-08-16,0.1648,0.00157,17
1979-08-17,0.16431,4.92E-04,1
1979-08-18,0.1648,4.99E-04,1
1979-08-19,0.16549,5.09E-04,1
1979-08-20,0.1672,0.00173,17
1979-08-21,0.16799,0.00179,17
1979-08-22,0.16813,5.50E-04,1
1979-08-23,0.16882,5.61E-04,1
1979-08-24,0.16965,0.00191,17
1979-08-25,0.16921,5.67E-04,1
1979-08-26,0.1693,5.69E-04,1
1979-08-27,0.16891,5.63E-04,1
1979-08-28,0.1684,0.00182,17
1979-08-29,0.16823,5.52E-04,1
1979-08-30,0.16754,5.41E-04,1
1979-08-31,0.16666,5.27E-04,1
1979-09-01,0.16655,0.00169,17
1979-09-02,0.165,5.02E-04,1
1979-09-03,0.16461,4.96E-04,1
1979-09-04,0.1658,0.00164,17
1979-09-05,0.1655,0.00162,17
1979-09-06,0.1652,0.0016,17
1979-09-07,0.16608,5.18E-04,1
1979-09-08,0.16588,5.15E-04,1
1979-09-09,0.16469,0.00156,17
1979-09-10,0.16475,0.00157,17
1979-09-11,0.16497,0.00158,17
1979-09-12,0.16617,5.20E-04,1
1979-09-13,0.16575,0.00163,17
1979-09-14,0.16627,0.00167,17
1979-09-15,0.16686,5.30E-04,1
1979-09-16,0.16686,5.30E-04,1
1979-09-17,0.16755,0.00176,17
1979-09-18,0.16793,5.47E-04,1
1979-09-19,0.1696,5.74E-04,1
1979-09-20,0.1695,5.72E-04,1
1979-09-21,0.16904,0.00186,17
1979-09-22,0.17077,5.93E-04,1
1979-09-23,0.17146,6.05E-04,1
1979-09-24,0.17185,6.11E-04,1
1979-09-25,0.16955,0.0019,17
1979-09-26,0.17165,6.08E-04,1
1979-09-27,0.17009,5.82E-04,1
1979-09-28,0.16803,5.48E-04,1
1979-09-29,0.16733,0.00174,17
1979-09-30,0.16608,5.18E-04,1
1979-10-01,0.16568,5.12E-04,1
1979-10-02,0.16584,0.00164,17
1979-10-03,0.16553,0.00162,17
1979-10-04,0.16539,5.08E-04,1
1979-10-05,0.16588,5.15E-04,1
1979-10-06,0.16647,5.24E-04,1
1979-10-07,0.16622,0.00167,17
1979-10-08,0.16666,5.27E-04,1
1979-10-09,0.16756,0.00176,17
1979-10-10,0.16784,5.45E-04,1
1979-10-11,0.16897,0.00186,17
1979-10-12,0.16774,5.44E-04,1
1979-10-13,0.1696,5.74E-04,1
1979-10-14,0.16989,5.79E-04,1
1979-10-15,0.1714,0.00203,17
1979-10-16,0.17204,6.15E-04,1
1979-10-17,0.17273,6.27E-04,1
1979-10-18,0.17332,6.37E-04,1
1979-10-19,0.17248,0.00211,17
1979-10-20,0.17256,0.00212,17
1979-10-21,0.17252,0.00211,17
1979-10-22,0.17253,6.23E-04,1
1979-10-23,0.17189,0.00207,17
1979-10-24,0.16989,5.79E-04,1
1979-10-25,0.16793,5.47E-04,1
1979-10-26,0.16774,5.44E-04,1
1979-10-27,0.16947,0.00189,17
1979-10-28,0.16686,5.30E-04,1
1979-10-29,0.16725,5.36E-04,1
1979-10-30,0.16803,5.48E-04,1
1979-10-31,0.16962,0.0019,17
1979-11-01,0.1695,5.72E-04,1
1979-11-02,0.16979,5.77E-04,1
1979-11-03,0.17118,0.00202,17
1979-11-04,0.17214,0.00208,17
1979-11-05,0.17018,5.83E-04,1
1979-11-06,0.17204,6.15E-04,1
1979-11-07,0.17661,0.00242,17
1979-11-08,0.17814,0.00253,17
1979-11-09,0.1742,6.52E-04,1
1979-11-10,0.1802,0.00269,17
1979-11-11,0.17674,6.98E-04,1
1979-11-12,0.18011,0.00269,17
1979-11-13,0.17596,6.84E-04,1
1979-11-14,0.17576,6.80E-04,1
1979-11-15,0.17731,0.00247,17
1979-11-16,0.17604,0.00237,17
1979-11-17,0.17322,6.35E-04,1
1979-11-18,0.17316,0.00216,17
1979-11-19,0.17009,5.82E-04,1
1979-11-20,0.17027,0.00195,17
1979-11-21,0.16637,5.23E-04,1
1979-11-22,0.16539,5.08E-04,1
1979-11-23,0.1648,4.99E-04,1
1979-11-24,0.16592,0.00165,17
1979-11-25,0.16412,4.89E-04,1
1979-11-26,0.16402,4.88E-04,1
1979-11-27,0.16431,4.92E-04,1
1979-11-28,0.16391,0.00151,17
1979-11-29,0.16314,4.76E-04,1
1979-11-30,0.16343,4.80E-04,1
1979-12-01,0.16392,4.87E-04,1
1979-12-02,0.16593,0.00165,17
1979-12-03,0.16723,0.00174,17
1979-12-04,0.16793,5.47E-04,1
1979-12-05,0.17009,5.82E-04,1
1979-12-06,0.17038,5.87E-04,1
1979-12-07,0.17364,0.00219,17
1979-12-08,0.1741,6.51E-04,1
1979-12-09,0.17557,6.77E-04,1
1979-12-10,0.17635,0.0024,17
1979-12-11,0.17645,6.93E-04,1
1979-12-12,0.17752,7.12E-04,1
1979-12-13,0.17694,7.01E-04,1
1979-12-14,0.17421,0.00224,17
1979-12-15,0.17302,6.32E-04,1
1979-12-16,0.17136,6.03E-04,1
1979-12-17,0.16901,5.64E-04,1
1979-12-18,0.16822,0.00181,17
1979-12-19,0.16451,4.95E-04,1
1979-12-20,0.16535,0.00161,17
1979-12-21,0.16255,4.68E-04,1
1979-12-22,0.16344,0.00148,17
1979-12-23,0.16148,4.54E-04,1
1979-12-24,0.16177,4.58E-04,1
1979-12-25,0.16197,4.60E-04,1
1979-12-26,0.16205,0.00139,17
1979-12-27,0.16229,0.0014,17
1979-12-28,0.16226,4.64E-04,1
1979-12-29,0.16422,4.91E-04,1
1979-12-30,0.16453,0.00155,17
1979-12-31,0.16715,5.35E-04,1
1980-01-01,0.16803,5.48E-04,1
1980-01-02,0.16814,0.0018,17
1980-01-03,0.16945,0.00189,17
1980-01-04,0.17204,6.15E-04,1
1980-01-05,0.17186,0.00206,17
1980-01-06,0.17469,6.61E-04,1
1980-01-07,0.17351,0.00218,17
1980-01-08,0.17384,0.00221,17
1980-01-09,0.17381,6.45E-04,1
1980-01-10,0.17361,6.42E-04,1
1980-01-11,0.1728,0.00213,17
1980-01-12,0.17341,6.39E-04,1
1980-01-13,0.17175,6.10E-04,1
1980-01-14,0.17004,0.00193,17
1980-01-15,0.1691,0.00187,17
1980-01-16,0.16686,5.30E-04,1
1980-01-17,0.16647,5.24E-04,1
1980-01-18,0.16598,5.17E-04,1
1980-01-19,0.16531,0.0016,17
1980-01-20,0.16324,4.77E-04,1
1980-01-21,0.16216,4.63E-04,1
1980-01-22,0.16294,4.73E-04,1
1980-01-23,0.16312,0.00146,17
1980-01-24,0.16304,4.74E-04,1
1980-01-25,0.16255,4.68E-04,1
1980-01-26,0.16255,4.68E-04,1
1980-01-27,0.1646,0.00156,17
1980-01-28,0.16422,4.91E-04,1
1980-01-29,0.16686,5.30E-04,1
1980-01-30,0.16735,5.38E-04,1
1980-01-31,0.16757,0.00176,17
1980-02-01,0.17107,5.98E-04,1
1980-02-02,0.17126,6.02E-04,1
1980-02-03,0.17204,6.15E-04,1
1980-02-04,0.16981,0.00192,17
1980-02-05,0.17165,6.08E-04,1
1980-02-06,0.17048,5.88E-04,1
1980-02-07,0.17038,5.87E-04,1
1980-02-08,0.16889,0.00185,17
1980-02-09,0.16735,5.38E-04,1
1980-02-10,0.16617,5.20E-04,1
1980-02-11,0.16588,5.15E-04,1
1980-02-12,0.16712,0.00173,17
1980-02-13,0.16715,5.35E-04,1
1980-02-14,0.16705,5.33E-04,1
1980-02-15,0.16745,5.39E-04,1
1980-02-16,0.16581,0.00164,17
1980-02-17,0.16764,5.42E-04,1
1980-02-18,0.16705,5.33E-04,1
1980-02-19,0.16608,5.18E-04,1
1980-02-20,0.16375,0.0015,17
1980-02-21,0.16461,4.96E-04,1
1980-02-22,0.16294,4.73E-04,1
1980-02-23,0.16275,0.00143,17
1980-02-24,0.16277,0.00143,17
1980-02-25,0.16305,0.00145,17
1980-02-26,0.16343,4.80E-04,1
1980-02-27,0.16578,5.14E-04,1
1980-02-28,0.16501,0.00158,17
1980-02-29,0.1693,5.69E-04,1
1980-03-01,0.16911,5.66E-04,1
1980-03-02,0.16921,5.67E-04,1
1980-03-03,0.16673,0.0017,17
1980-03-04,0.16833,5.53E-04,1
1980-03-05,0.16774,5.44E-04,1
1980-03-06,0.16676,5.29E-04,1
1980-03-07,0.16535,0.00161,17
1980-03-08,0.16422,4.91E-04,1
1980-03-09,0.16363,4.83E-04,1
1980-03-10,0.16363,4.83E-04,1
1980-03-11,0.16349,0.00148,17
1980-03-12,0.16412,4.89E-04,1
1980-03-13,0.16292,0.00144,17
1980-03-14,0.16422,4.91E-04,1
1980-03-15,0.16265,0.00143,17
1980-03-16,0.16314,4.76E-04,1
1980-03-17,0.16382,4.85E-04,1
1980-03-18,0.16334,4.78E-04,1
1980-03-19,0.16309,0.00146,17
1980-03-20,0.16441,4.94E-04,1
1980-03-21,0.16392,4.87E-04,1
1980-03-22,0.16461,4.96E-04,1
1980-03-23,0.16502,0.00159,17
1980-03-24,0.16568,5.12E-04,1
1980-03-25,0.16735,5.38E-04,1
1980-03-26,0.16911,5.66E-04,1
1980-03-27,0.16815,0.0018,17
1980-03-28,0.17116,6.00E-04,1
1980-03-29,0.17087,5.95E-04,1
1980-03-30,0.17077,5.93E-04,1
1980-03-31,0.16787,0.00178,17
1980-04-01,0.16823,5.52E-04,1
1980-04-02,0.16647,5.24E-04,1
1980-04-03,0.16441,4.94E-04,1
1980-04-04,0.16382,4.85E-04,1
1980-04-05,0.16353,4.81E-04,1
1980-04-06,0.16665,0.0017,17
1980-04-07,0.16461,4.96E-04,1
1980-04-08,0.16793,0.00178,17
1980-04-09,0.16647,5.24E-04,1
1980-04-10,0.16745,5.39E-04,1
1980-04-11,0.16882,5.61E-04,1
1980-04-12,0.17011,0.00194,17
1980-04-13,0.1696,5.74E-04,1
1980-04-14,0.1693,5.69E-04,1
1980-04-15,0.16852,5.56E-04,1
1980-04-16,0.16912,0.00187,17
1980-04-17,0.16686,5.30E-04,1
1980-04-18,0.16676,5.29E-04,1
1980-04-19,0.16803,5.48E-04,1
1980-04-20,0.16764,0.00176,17
1980-04-21,0.16882,5.61E-04,1
1980-04-22,0.16833,5.53E-04,1
1980-04-23,0.16787,0.00178,17
1980-04-24,0.16807,0.0018,17
1980-04-25,0.16872,5.59E-04,1
1980-04-26,0.16911,5.66E-04,1
1980-04-27,0.16833,5.53E-04,1
1980-04-28,0.1685,0.00182,17
1980-04-29,0.16627,5.21E-04,1
1980-04-30,0.1649,5.01E-04,1
1980-05-01,0.16608,5.18E-04,1
1980-05-02,0.1684,0.00182,17
1980-05-03,0.16617,5.20E-04,1
1980-05-04,0.16745,5.39E-04,1
1980-05-05,0.16833,5.53E-04,1
1980-05-06,0.16899,0.00186,17
1980-05-07,0.16852,5.56E-04,1
1980-05-08,0.16901,5.64E-04,1
1980-05-09,0.17009,5.82E-04,1
1980-05-10,0.16907,0.00186,17
1980-05-11,0.16903,0.00186,17
1980-05-12,0.16895,0.00186,17
1980-05-13,0.16598,5.17E-04,1
1980-05-14,0.16869,0.00184,17
1980-05-15,0.16745,5.39E-04,1
1980-05-16,0.16823,5.52E-04,1
1980-05-17,0.16887,0.00185,17
1980-05-18,0.16934,0.00188,17
1980-05-19,0.1694,5.71E-04,1
1980-05-20,0.16989,5.79E-04,1
1980-05-21,0.17155,6.06E-04,1
1980-05-22,0.1739,6.47E-04,1
1980-05-23,0.17381,6.45E-04,1
1980-05-24,0.17487,0.00229,17
1980-05-25,0.1741,6.51E-04,1
1980-05-26,0.17507,0.0023,17
1980-05-27,0.17273,6.27E-04,1
1980-05-28,0.17214,6.17E-04,1
1980-05-29,0.17097,5.97E-04,1
1980-05-30,0.17035,0.00196,17
1980-05-31,0.16784,5.45E-04,1
1980-06-01,0.16598,5.17E-04,1
1980-06-02,0.16441,4.94E-04,1
1980-06-03,0.16558,0.00162,17
1980-06-04,0.16402,4.88E-04,1
1980-06-05,0.16441,4.94E-04,1
1980-06-06,0.16334,4.78E-04,1
1980-06-07,0.16459,0.00156,17
1980-06-08,0.16285,4.72E-04,1
1980-06-09,0.16392,4.87E-04,1
1980-06-10,0.16402,4.88E-04,1
1980-06-11,0.16529,0.0016,17
1980-06-12,0.16578,5.14E-04,1
1980-06-13,0.16705,5.33E-04,1
1980-06-14,0.16715,5.35E-04,1
1980-06-15,0.16718,0.00173,17
1980-06-16,0.16715,5.35E-04,1
1980-06-17,0.16882,5.61E-04,1
1980-06-18,0.16911,5.66E-04,1
1980-06-19,0.17041,0.00196,17
1980-06-20,0.17116,6.00E-04,1
1980-06-21,0.17155,6.06E-04,1
1980-06-22,0.17214,6.17E-04,1
1980-06-23,0.17214,6.17E-04,1
1980-06-24,0.17155,6.06E-04,1
1980-06-25,0.17058,5.90E-04,1
1980-06-26,0.1696,5.74E-04,1
1980-06-27,0.16928,0.00188,17
1980-06-28,0.16735,5.38E-04,1
1980-06-29,0.16608,5.18E-04,1
1980-06-30,0.16471,4.98E-04,1
1980-07-01,0.16411,0.00152,17
1980-07-02,0.16285,4.72E-04,1
1980-07-03,0.16216,4.63E-04,1
1980-07-04,0.16148,4.54E-04,1
1980-07-05,0.16176,0.00137,17
1980-07-06,0.16183,0.00137,17
1980-07-07,0.16167,4.56E-04,1
1980-07-08,0.16177,4.58E-04,1
1980-07-09,0.16279,0.00144,17
1980-07-10,0.16246,4.67E-04,1
1980-07-11,0.16324,4.77E-04,1
1980-07-12,0.16461,4.96E-04,1
1980-07-13,0.16673,0.0017,17
1980-07-14,0.16813,5.50E-04,1
1980-07-15,0.1697,5.75E-04,1
1980-07-16,0.17165,6.08E-04,1
1980-07-17,0.17225,0.00209,17
1980-07-18,0.17381,6.45E-04,1
1980-07-19,0.17478,6.63E-04,1
1980-07-20,0.17557,6.77E-04,1
1980-07-21,0.17546,6.79E-04,2
1980-07-22,0.17351,6.40E-04,1
1980-07-23,0.17195,6.13E-04,1
1980-07-24,0.17028,5.85E-04,1
1980-07-25,0.16955,5.83E-04,2
1980-07-26,0.16833,5.53E-04,1
1980-07-27,0.16735,5.38E-04,1
1980-07-28,0.16598,5.17E-04,1
1980-07-29,0.16578,5.27E-04,2
1980-07-30,0.16363,4.83E-04,1
1980-07-31,0.16285,4.72E-04,1
1980-08-01,0.16246,4.67E-04,1
1980-08-02,0.1618,4.76E-04,2
1980-08-03,0.16099,4.48E-04,1
1980-08-04,0.1604,4.41E-04,1
1980-08-05,0.1602,4.38E-04,1
1980-08-06,0.15989,4.54E-04,2
1980-08-07,0.16128,4.51E-04,1
1980-08-08,0.16285,4.72E-04,1
1980-08-09,0.16461,4.96E-04,1
1980-08-10,0.16483,5.14E-04,2
1980-08-11,0.16754,5.41E-04,1
1980-08-12,0.16882,5.61E-04,1
1980-08-13,0.17018,5.83E-04,1
1980-08-14,0.17021,5.93E-04,2
1980-08-15,0.17116,6.00E-04,1
1980-08-16,0.17155,6.06E-04,1
1980-08-17,0.17107,5.98E-04,1
1980-08-18,0.17125,6.10E-04,2
1980-08-19,0.1696,5.74E-04,1
1980-08-20,0.16862,5.58E-04,1
1980-08-21,0.16754,5.41E-04,1
1980-08-22,0.16705,5.45E-04,2
1980-08-23,0.1648,4.99E-04,1
1980-08-24,0.16412,4.89E-04,1
1980-08-25,0.16275,4.70E-04,1
1980-08-26,0.1621,4.79E-04,2
1980-08-27,0.16206,4.61E-04,1
1980-08-28,0.16246,4.67E-04,1
1980-08-29,0.16275,4.70E-04,1
1980-08-30,0.16328,4.94E-04,2
1980-08-31,0.16422,4.91E-04,1
1980-09-01,0.1649,5.01E-04,1
1980-09-02,0.16598,5.17E-04,1
1980-09-03,0.16639,5.36E-04,2
1980-09-04,0.16803,5.48E-04,1
1980-09-05,0.16852,5.56E-04,1
1980-09-06,0.16901,5.64E-04,1
1980-09-07,0.16943,5.81E-04,2
1980-09-08,0.16921,5.67E-04,1
1980-09-09,0.16872,5.59E-04,1
1980-09-10,0.16842,5.55E-04,1
1980-09-11,0.16927,5.79E-04,2
1980-09-12,0.16823,5.52E-04,1
1980-09-13,0.16784,5.45E-04,1
1980-09-14,0.16715,5.35E-04,1
1980-09-15,0.16673,5.41E-04,2
1980-09-16,0.16598,5.17E-04,1
1980-09-17,0.16539,5.08E-04,1
1980-09-18,0.1648,4.99E-04,1
1980-09-19,0.16433,5.08E-04,2
1980-09-20,0.16402,4.88E-04,1
